id,CATEGORY,SENTIMENT,SCORE,REVLEN
60152,0.13,0.09,0.25,0.53
60153,0.13,0.09,0.26,0.52
60154,0.13,0.09,0.27,0.51
60155,0.13,0.09,0.28,0.5
60156,0.13,0.09,0.29,0.49
60157,0.13,0.09,0.3,0.48
60158,0.13,0.09,0.31,0.47
60159,0.13,0.09,0.32,0.46
60160,0.13,0.09,0.33,0.45
60161,0.13,0.09,0.34,0.44
60162,0.13,0.09,0.35,0.43
60163,0.13,0.09,0.36,0.42
60164,0.13,0.09,0.37,0.41
60165,0.13,0.09,0.38,0.4
60166,0.13,0.09,0.39,0.39
60167,0.13,0.09,0.4,0.38
60168,0.13,0.09,0.41,0.37
60169,0.13,0.09,0.42,0.36
60170,0.13,0.09,0.43,0.35
60171,0.13,0.09,0.44,0.34
60172,0.13,0.09,0.45,0.33
60173,0.13,0.09,0.46,0.32
60174,0.13,0.09,0.47,0.31
60175,0.13,0.09,0.48,0.3
60176,0.13,0.09,0.49,0.29
60177,0.13,0.09,0.5,0.28
60178,0.13,0.09,0.51,0.27
60179,0.13,0.09,0.52,0.26
60180,0.13,0.09,0.53,0.25
60181,0.13,0.09,0.54,0.24
60182,0.13,0.09,0.55,0.23
60183,0.13,0.09,0.56,0.22
60184,0.13,0.09,0.57,0.21
60185,0.13,0.09,0.58,0.2
60186,0.13,0.09,0.59,0.19
60187,0.13,0.09,0.6,0.18
60188,0.13,0.09,0.61,0.17
60189,0.13,0.09,0.62,0.16
60190,0.13,0.09,0.63,0.15
60191,0.13,0.09,0.64,0.14
60192,0.13,0.09,0.65,0.13
60193,0.13,0.09,0.66,0.12
60194,0.13,0.09,0.67,0.11
60195,0.13,0.09,0.68,0.1
60196,0.13,0.09,0.69,0.09
60197,0.13,0.09,0.7,0.08
60198,0.13,0.09,0.71,0.07
60199,0.13,0.09,0.72,0.06
60200,0.13,0.09,0.73,0.05
60201,0.13,0.09,0.74,0.04
60202,0.13,0.09,0.75,0.03
60203,0.13,0.09,0.76,0.02
60204,0.13,0.09,0.77,0.01
60205,0.13,0.09,0.78,0.0
60206,0.13,0.1,0.0,0.77
60207,0.13,0.1,0.01,0.76
60208,0.13,0.1,0.02,0.75
60209,0.13,0.1,0.03,0.74
60210,0.13,0.1,0.04,0.73
60211,0.13,0.1,0.05,0.72
60212,0.13,0.1,0.06,0.71
60213,0.13,0.1,0.07,0.7
60214,0.13,0.1,0.08,0.69
60215,0.13,0.1,0.09,0.68
60216,0.13,0.1,0.1,0.67
60217,0.13,0.1,0.11,0.66
60218,0.13,0.1,0.12,0.65
60219,0.13,0.1,0.13,0.64
60220,0.13,0.1,0.14,0.63
60221,0.13,0.1,0.15,0.62
60222,0.13,0.1,0.16,0.61
60223,0.13,0.1,0.17,0.6
60224,0.13,0.1,0.18,0.59
60225,0.13,0.1,0.19,0.58
60226,0.13,0.1,0.2,0.57
60227,0.13,0.1,0.21,0.56
60228,0.13,0.1,0.22,0.55
60229,0.13,0.1,0.23,0.54
60230,0.13,0.1,0.24,0.53
60231,0.13,0.1,0.25,0.52
60232,0.13,0.1,0.26,0.51
60233,0.13,0.1,0.27,0.5
60234,0.13,0.1,0.28,0.49
60235,0.13,0.1,0.29,0.48
60236,0.13,0.1,0.3,0.47
60237,0.13,0.1,0.31,0.46
60238,0.13,0.1,0.32,0.45
60239,0.13,0.1,0.33,0.44
60240,0.13,0.1,0.34,0.43
60241,0.13,0.1,0.35,0.42
60242,0.13,0.1,0.36,0.41
60243,0.13,0.1,0.37,0.4
60244,0.13,0.1,0.38,0.39
60245,0.13,0.1,0.39,0.38
60246,0.13,0.1,0.4,0.37
60247,0.13,0.1,0.41,0.36
60248,0.13,0.1,0.42,0.35
60249,0.13,0.1,0.43,0.34
60250,0.13,0.1,0.44,0.33
60251,0.13,0.1,0.45,0.32
60252,0.13,0.1,0.46,0.31
60253,0.13,0.1,0.47,0.3
60254,0.13,0.1,0.48,0.29
60255,0.13,0.1,0.49,0.28
60256,0.13,0.1,0.5,0.27
60257,0.13,0.1,0.51,0.26
60258,0.13,0.1,0.52,0.25
60259,0.13,0.1,0.53,0.24
60260,0.13,0.1,0.54,0.23
60261,0.13,0.1,0.55,0.22
60262,0.13,0.1,0.56,0.21
60263,0.13,0.1,0.57,0.2
60264,0.13,0.1,0.58,0.19
60265,0.13,0.1,0.59,0.18
60266,0.13,0.1,0.6,0.17
60267,0.13,0.1,0.61,0.16
60268,0.13,0.1,0.62,0.15
60269,0.13,0.1,0.63,0.14
60270,0.13,0.1,0.64,0.13
60271,0.13,0.1,0.65,0.12
60272,0.13,0.1,0.66,0.11
60273,0.13,0.1,0.67,0.1
60274,0.13,0.1,0.68,0.09
60275,0.13,0.1,0.69,0.08
60276,0.13,0.1,0.7,0.07
60277,0.13,0.1,0.71,0.06
60278,0.13,0.1,0.72,0.05
60279,0.13,0.1,0.73,0.04
60280,0.13,0.1,0.74,0.03
60281,0.13,0.1,0.75,0.02
60282,0.13,0.1,0.76,0.01
60283,0.13,0.1,0.77,0.0
60284,0.13,0.11,0.0,0.76
60285,0.13,0.11,0.01,0.75
60286,0.13,0.11,0.02,0.74
60287,0.13,0.11,0.03,0.73
60288,0.13,0.11,0.04,0.72
60289,0.13,0.11,0.05,0.71
60290,0.13,0.11,0.06,0.7
60291,0.13,0.11,0.07,0.69
60292,0.13,0.11,0.08,0.68
60293,0.13,0.11,0.09,0.67
60294,0.13,0.11,0.1,0.66
60295,0.13,0.11,0.11,0.65
60296,0.13,0.11,0.12,0.64
60297,0.13,0.11,0.13,0.63
60298,0.13,0.11,0.14,0.62
60299,0.13,0.11,0.15,0.61
60300,0.13,0.11,0.16,0.6
60301,0.13,0.11,0.17,0.59
60302,0.13,0.11,0.18,0.58
60303,0.13,0.11,0.19,0.57
60304,0.13,0.11,0.2,0.56
60305,0.13,0.11,0.21,0.55
60306,0.13,0.11,0.22,0.54
60307,0.13,0.11,0.23,0.53
60308,0.13,0.11,0.24,0.52
60309,0.13,0.11,0.25,0.51
60310,0.13,0.11,0.26,0.5
60311,0.13,0.11,0.27,0.49
60312,0.13,0.11,0.28,0.48
60313,0.13,0.11,0.29,0.47
60314,0.13,0.11,0.3,0.46
60315,0.13,0.11,0.31,0.45
60316,0.13,0.11,0.32,0.44
60317,0.13,0.11,0.33,0.43
60318,0.13,0.11,0.34,0.42
60319,0.13,0.11,0.35,0.41
60320,0.13,0.11,0.36,0.4
60321,0.13,0.11,0.37,0.39
60322,0.13,0.11,0.38,0.38
60323,0.13,0.11,0.39,0.37
60324,0.13,0.11,0.4,0.36
60325,0.13,0.11,0.41,0.35
60326,0.13,0.11,0.42,0.34
60327,0.13,0.11,0.43,0.33
60328,0.13,0.11,0.44,0.32
60329,0.13,0.11,0.45,0.31
60330,0.13,0.11,0.46,0.3
60331,0.13,0.11,0.47,0.29
60332,0.13,0.11,0.48,0.28
60333,0.13,0.11,0.49,0.27
60334,0.13,0.11,0.5,0.26
60335,0.13,0.11,0.51,0.25
60336,0.13,0.11,0.52,0.24
60337,0.13,0.11,0.53,0.23
60338,0.13,0.11,0.54,0.22
60339,0.13,0.11,0.55,0.21
60340,0.13,0.11,0.56,0.2
60341,0.13,0.11,0.57,0.19
60342,0.13,0.11,0.58,0.18
60343,0.13,0.11,0.59,0.17
60344,0.13,0.11,0.6,0.16
60345,0.13,0.11,0.61,0.15
60346,0.13,0.11,0.62,0.14
60347,0.13,0.11,0.63,0.13
60348,0.13,0.11,0.64,0.12
60349,0.13,0.11,0.65,0.11
60350,0.13,0.11,0.66,0.1
60351,0.13,0.11,0.67,0.09
60352,0.13,0.11,0.68,0.08
60353,0.13,0.11,0.69,0.07
60354,0.13,0.11,0.7,0.06
60355,0.13,0.11,0.71,0.05
60356,0.13,0.11,0.72,0.04
60357,0.13,0.11,0.73,0.03
60358,0.13,0.11,0.74,0.02
60359,0.13,0.11,0.75,0.01
60360,0.13,0.11,0.76,0.0
60361,0.13,0.12,0.0,0.75
60362,0.13,0.12,0.01,0.74
60363,0.13,0.12,0.02,0.73
60364,0.13,0.12,0.03,0.72
60365,0.13,0.12,0.04,0.71
60366,0.13,0.12,0.05,0.7
60367,0.13,0.12,0.06,0.69
60368,0.13,0.12,0.07,0.68
60369,0.13,0.12,0.08,0.67
60370,0.13,0.12,0.09,0.66
60371,0.13,0.12,0.1,0.65
60372,0.13,0.12,0.11,0.64
60373,0.13,0.12,0.12,0.63
60374,0.13,0.12,0.13,0.62
60375,0.13,0.12,0.14,0.61
60376,0.13,0.12,0.15,0.6
60377,0.13,0.12,0.16,0.59
60378,0.13,0.12,0.17,0.58
60379,0.13,0.12,0.18,0.57
60380,0.13,0.12,0.19,0.56
60381,0.13,0.12,0.2,0.55
60382,0.13,0.12,0.21,0.54
60383,0.13,0.12,0.22,0.53
60384,0.13,0.12,0.23,0.52
60385,0.13,0.12,0.24,0.51
60386,0.13,0.12,0.25,0.5
60387,0.13,0.12,0.26,0.49
60388,0.13,0.12,0.27,0.48
60389,0.13,0.12,0.28,0.47
60390,0.13,0.12,0.29,0.46
60391,0.13,0.12,0.3,0.45
60392,0.13,0.12,0.31,0.44
60393,0.13,0.12,0.32,0.43
60394,0.13,0.12,0.33,0.42
60395,0.13,0.12,0.34,0.41
60396,0.13,0.12,0.35,0.4
60397,0.13,0.12,0.36,0.39
60398,0.13,0.12,0.37,0.38
60399,0.13,0.12,0.38,0.37
60400,0.13,0.12,0.39,0.36
60401,0.13,0.12,0.4,0.35
60402,0.13,0.12,0.41,0.34
60403,0.13,0.12,0.42,0.33
60404,0.13,0.12,0.43,0.32
60405,0.13,0.12,0.44,0.31
60406,0.13,0.12,0.45,0.3
60407,0.13,0.12,0.46,0.29
60408,0.13,0.12,0.47,0.28
60409,0.13,0.12,0.48,0.27
60410,0.13,0.12,0.49,0.26
60411,0.13,0.12,0.5,0.25
60412,0.13,0.12,0.51,0.24
60413,0.13,0.12,0.52,0.23
60414,0.13,0.12,0.53,0.22
60415,0.13,0.12,0.54,0.21
60416,0.13,0.12,0.55,0.2
60417,0.13,0.12,0.56,0.19
60418,0.13,0.12,0.57,0.18
60419,0.13,0.12,0.58,0.17
60420,0.13,0.12,0.59,0.16
60421,0.13,0.12,0.6,0.15
60422,0.13,0.12,0.61,0.14
60423,0.13,0.12,0.62,0.13
60424,0.13,0.12,0.63,0.12
60425,0.13,0.12,0.64,0.11
60426,0.13,0.12,0.65,0.1
60427,0.13,0.12,0.66,0.09
60428,0.13,0.12,0.67,0.08
60429,0.13,0.12,0.68,0.07
60430,0.13,0.12,0.69,0.06
60431,0.13,0.12,0.7,0.05
60432,0.13,0.12,0.71,0.04
60433,0.13,0.12,0.72,0.03
60434,0.13,0.12,0.73,0.02
60435,0.13,0.12,0.74,0.01
60436,0.13,0.12,0.75,0.0
60437,0.13,0.13,0.0,0.74
60438,0.13,0.13,0.01,0.73
60439,0.13,0.13,0.02,0.72
60440,0.13,0.13,0.03,0.71
60441,0.13,0.13,0.04,0.7
60442,0.13,0.13,0.05,0.69
60443,0.13,0.13,0.06,0.68
60444,0.13,0.13,0.07,0.67
60445,0.13,0.13,0.08,0.66
60446,0.13,0.13,0.09,0.65
60447,0.13,0.13,0.1,0.64
60448,0.13,0.13,0.11,0.63
60449,0.13,0.13,0.12,0.62
60450,0.13,0.13,0.13,0.61
60451,0.13,0.13,0.14,0.6
60452,0.13,0.13,0.15,0.59
60453,0.13,0.13,0.16,0.58
60454,0.13,0.13,0.17,0.57
60455,0.13,0.13,0.18,0.56
60456,0.13,0.13,0.19,0.55
60457,0.13,0.13,0.2,0.54
60458,0.13,0.13,0.21,0.53
60459,0.13,0.13,0.22,0.52
60460,0.13,0.13,0.23,0.51
60461,0.13,0.13,0.24,0.5
60462,0.13,0.13,0.25,0.49
60463,0.13,0.13,0.26,0.48
60464,0.13,0.13,0.27,0.47
60465,0.13,0.13,0.28,0.46
60466,0.13,0.13,0.29,0.45
60467,0.13,0.13,0.3,0.44
60468,0.13,0.13,0.31,0.43
60469,0.13,0.13,0.32,0.42
60470,0.13,0.13,0.33,0.41
60471,0.13,0.13,0.34,0.4
60472,0.13,0.13,0.35,0.39
60473,0.13,0.13,0.36,0.38
60474,0.13,0.13,0.37,0.37
60475,0.13,0.13,0.38,0.36
60476,0.13,0.13,0.39,0.35
60477,0.13,0.13,0.4,0.34
60478,0.13,0.13,0.41,0.33
60479,0.13,0.13,0.42,0.32
60480,0.13,0.13,0.43,0.31
60481,0.13,0.13,0.44,0.3
60482,0.13,0.13,0.45,0.29
60483,0.13,0.13,0.46,0.28
60484,0.13,0.13,0.47,0.27
60485,0.13,0.13,0.48,0.26
60486,0.13,0.13,0.49,0.25
60487,0.13,0.13,0.5,0.24
60488,0.13,0.13,0.51,0.23
60489,0.13,0.13,0.52,0.22
60490,0.13,0.13,0.53,0.21
60491,0.13,0.13,0.54,0.2
60492,0.13,0.13,0.55,0.19
60493,0.13,0.13,0.56,0.18
60494,0.13,0.13,0.57,0.17
60495,0.13,0.13,0.58,0.16
60496,0.13,0.13,0.59,0.15
60497,0.13,0.13,0.6,0.14
60498,0.13,0.13,0.61,0.13
60499,0.13,0.13,0.62,0.12
60500,0.13,0.13,0.63,0.11
60501,0.13,0.13,0.64,0.1
60502,0.13,0.13,0.65,0.09
60503,0.13,0.13,0.66,0.08
60504,0.13,0.13,0.67,0.07
60505,0.13,0.13,0.68,0.06
60506,0.13,0.13,0.69,0.05
60507,0.13,0.13,0.7,0.04
60508,0.13,0.13,0.71,0.03
60509,0.13,0.13,0.72,0.02
60510,0.13,0.13,0.73,0.01
60511,0.13,0.13,0.74,0.0
60512,0.13,0.14,0.0,0.73
60513,0.13,0.14,0.01,0.72
60514,0.13,0.14,0.02,0.71
60515,0.13,0.14,0.03,0.7
60516,0.13,0.14,0.04,0.69
60517,0.13,0.14,0.05,0.68
60518,0.13,0.14,0.06,0.67
60519,0.13,0.14,0.07,0.66
60520,0.13,0.14,0.08,0.65
60521,0.13,0.14,0.09,0.64
60522,0.13,0.14,0.1,0.63
60523,0.13,0.14,0.11,0.62
60524,0.13,0.14,0.12,0.61
60525,0.13,0.14,0.13,0.6
60526,0.13,0.14,0.14,0.59
60527,0.13,0.14,0.15,0.58
60528,0.13,0.14,0.16,0.57
60529,0.13,0.14,0.17,0.56
60530,0.13,0.14,0.18,0.55
60531,0.13,0.14,0.19,0.54
60532,0.13,0.14,0.2,0.53
60533,0.13,0.14,0.21,0.52
60534,0.13,0.14,0.22,0.51
60535,0.13,0.14,0.23,0.5
60536,0.13,0.14,0.24,0.49
60537,0.13,0.14,0.25,0.48
60538,0.13,0.14,0.26,0.47
60539,0.13,0.14,0.27,0.46
60540,0.13,0.14,0.28,0.45
60541,0.13,0.14,0.29,0.44
60542,0.13,0.14,0.3,0.43
60543,0.13,0.14,0.31,0.42
60544,0.13,0.14,0.32,0.41
60545,0.13,0.14,0.33,0.4
60546,0.13,0.14,0.34,0.39
60547,0.13,0.14,0.35,0.38
60548,0.13,0.14,0.36,0.37
60549,0.13,0.14,0.37,0.36
60550,0.13,0.14,0.38,0.35
60551,0.13,0.14,0.39,0.34
60552,0.13,0.14,0.4,0.33
60553,0.13,0.14,0.41,0.32
60554,0.13,0.14,0.42,0.31
60555,0.13,0.14,0.43,0.3
60556,0.13,0.14,0.44,0.29
60557,0.13,0.14,0.45,0.28
60558,0.13,0.14,0.46,0.27
60559,0.13,0.14,0.47,0.26
60560,0.13,0.14,0.48,0.25
60561,0.13,0.14,0.49,0.24
60562,0.13,0.14,0.5,0.23
60563,0.13,0.14,0.51,0.22
60564,0.13,0.14,0.52,0.21
60565,0.13,0.14,0.53,0.2
60566,0.13,0.14,0.54,0.19
60567,0.13,0.14,0.55,0.18
60568,0.13,0.14,0.56,0.17
60569,0.13,0.14,0.57,0.16
60570,0.13,0.14,0.58,0.15
60571,0.13,0.14,0.59,0.14
60572,0.13,0.14,0.6,0.13
60573,0.13,0.14,0.61,0.12
60574,0.13,0.14,0.62,0.11
60575,0.13,0.14,0.63,0.1
60576,0.13,0.14,0.64,0.09
60577,0.13,0.14,0.65,0.08
60578,0.13,0.14,0.66,0.07
60579,0.13,0.14,0.67,0.06
60580,0.13,0.14,0.68,0.05
60581,0.13,0.14,0.69,0.04
60582,0.13,0.14,0.7,0.03
60583,0.13,0.14,0.71,0.02
60584,0.13,0.14,0.72,0.01
60585,0.13,0.14,0.73,0.0
60586,0.13,0.15,0.0,0.72
60587,0.13,0.15,0.01,0.71
60588,0.13,0.15,0.02,0.7
60589,0.13,0.15,0.03,0.69
60590,0.13,0.15,0.04,0.68
60591,0.13,0.15,0.05,0.67
60592,0.13,0.15,0.06,0.66
60593,0.13,0.15,0.07,0.65
60594,0.13,0.15,0.08,0.64
60595,0.13,0.15,0.09,0.63
60596,0.13,0.15,0.1,0.62
60597,0.13,0.15,0.11,0.61
60598,0.13,0.15,0.12,0.6
60599,0.13,0.15,0.13,0.59
60600,0.13,0.15,0.14,0.58
60601,0.13,0.15,0.15,0.57
60602,0.13,0.15,0.16,0.56
60603,0.13,0.15,0.17,0.55
60604,0.13,0.15,0.18,0.54
60605,0.13,0.15,0.19,0.53
60606,0.13,0.15,0.2,0.52
60607,0.13,0.15,0.21,0.51
60608,0.13,0.15,0.22,0.5
60609,0.13,0.15,0.23,0.49
60610,0.13,0.15,0.24,0.48
60611,0.13,0.15,0.25,0.47
60612,0.13,0.15,0.26,0.46
60613,0.13,0.15,0.27,0.45
60614,0.13,0.15,0.28,0.44
60615,0.13,0.15,0.29,0.43
60616,0.13,0.15,0.3,0.42
60617,0.13,0.15,0.31,0.41
60618,0.13,0.15,0.32,0.4
60619,0.13,0.15,0.33,0.39
60620,0.13,0.15,0.34,0.38
60621,0.13,0.15,0.35,0.37
60622,0.13,0.15,0.36,0.36
60623,0.13,0.15,0.37,0.35
60624,0.13,0.15,0.38,0.34
60625,0.13,0.15,0.39,0.33
60626,0.13,0.15,0.4,0.32
60627,0.13,0.15,0.41,0.31
60628,0.13,0.15,0.42,0.3
60629,0.13,0.15,0.43,0.29
60630,0.13,0.15,0.44,0.28
60631,0.13,0.15,0.45,0.27
60632,0.13,0.15,0.46,0.26
60633,0.13,0.15,0.47,0.25
60634,0.13,0.15,0.48,0.24
60635,0.13,0.15,0.49,0.23
60636,0.13,0.15,0.5,0.22
60637,0.13,0.15,0.51,0.21
60638,0.13,0.15,0.52,0.2
60639,0.13,0.15,0.53,0.19
60640,0.13,0.15,0.54,0.18
60641,0.13,0.15,0.55,0.17
60642,0.13,0.15,0.56,0.16
60643,0.13,0.15,0.57,0.15
60644,0.13,0.15,0.58,0.14
60645,0.13,0.15,0.59,0.13
60646,0.13,0.15,0.6,0.12
60647,0.13,0.15,0.61,0.11
60648,0.13,0.15,0.62,0.1
60649,0.13,0.15,0.63,0.09
60650,0.13,0.15,0.64,0.08
60651,0.13,0.15,0.65,0.07
60652,0.13,0.15,0.66,0.06
60653,0.13,0.15,0.67,0.05
60654,0.13,0.15,0.68,0.04
60655,0.13,0.15,0.69,0.03
60656,0.13,0.15,0.7,0.02
60657,0.13,0.15,0.71,0.01
60658,0.13,0.15,0.72,0.0
60659,0.13,0.16,0.0,0.71
60660,0.13,0.16,0.01,0.7
60661,0.13,0.16,0.02,0.69
60662,0.13,0.16,0.03,0.68
60663,0.13,0.16,0.04,0.67
60664,0.13,0.16,0.05,0.66
60665,0.13,0.16,0.06,0.65
60666,0.13,0.16,0.07,0.64
60667,0.13,0.16,0.08,0.63
60668,0.13,0.16,0.09,0.62
60669,0.13,0.16,0.1,0.61
60670,0.13,0.16,0.11,0.6
60671,0.13,0.16,0.12,0.59
60672,0.13,0.16,0.13,0.58
60673,0.13,0.16,0.14,0.57
60674,0.13,0.16,0.15,0.56
60675,0.13,0.16,0.16,0.55
60676,0.13,0.16,0.17,0.54
60677,0.13,0.16,0.18,0.53
60678,0.13,0.16,0.19,0.52
60679,0.13,0.16,0.2,0.51
60680,0.13,0.16,0.21,0.5
60681,0.13,0.16,0.22,0.49
60682,0.13,0.16,0.23,0.48
60683,0.13,0.16,0.24,0.47
60684,0.13,0.16,0.25,0.46
60685,0.13,0.16,0.26,0.45
60686,0.13,0.16,0.27,0.44
60687,0.13,0.16,0.28,0.43
60688,0.13,0.16,0.29,0.42
60689,0.13,0.16,0.3,0.41
60690,0.13,0.16,0.31,0.4
60691,0.13,0.16,0.32,0.39
60692,0.13,0.16,0.33,0.38
60693,0.13,0.16,0.34,0.37
60694,0.13,0.16,0.35,0.36
60695,0.13,0.16,0.36,0.35
60696,0.13,0.16,0.37,0.34
60697,0.13,0.16,0.38,0.33
60698,0.13,0.16,0.39,0.32
60699,0.13,0.16,0.4,0.31
60700,0.13,0.16,0.41,0.3
60701,0.13,0.16,0.42,0.29
60702,0.13,0.16,0.43,0.28
60703,0.13,0.16,0.44,0.27
60704,0.13,0.16,0.45,0.26
60705,0.13,0.16,0.46,0.25
60706,0.13,0.16,0.47,0.24
60707,0.13,0.16,0.48,0.23
60708,0.13,0.16,0.49,0.22
60709,0.13,0.16,0.5,0.21
60710,0.13,0.16,0.51,0.2
60711,0.13,0.16,0.52,0.19
60712,0.13,0.16,0.53,0.18
60713,0.13,0.16,0.54,0.17
60714,0.13,0.16,0.55,0.16
60715,0.13,0.16,0.56,0.15
60716,0.13,0.16,0.57,0.14
60717,0.13,0.16,0.58,0.13
60718,0.13,0.16,0.59,0.12
60719,0.13,0.16,0.6,0.11
60720,0.13,0.16,0.61,0.1
60721,0.13,0.16,0.62,0.09
60722,0.13,0.16,0.63,0.08
60723,0.13,0.16,0.64,0.07
60724,0.13,0.16,0.65,0.06
60725,0.13,0.16,0.66,0.05
60726,0.13,0.16,0.67,0.04
60727,0.13,0.16,0.68,0.03
60728,0.13,0.16,0.69,0.02
60729,0.13,0.16,0.7,0.01
60730,0.13,0.16,0.71,0.0
60731,0.13,0.17,0.0,0.7
60732,0.13,0.17,0.01,0.69
