id,CATEGORY,SENTIMENT,SCORE,REVLEN
50286,0.1,0.47,0.05,0.38
50287,0.1,0.47,0.06,0.37
50288,0.1,0.47,0.07,0.36
50289,0.1,0.47,0.08,0.35
50290,0.1,0.47,0.09,0.34
50291,0.1,0.47,0.1,0.33
50292,0.1,0.47,0.11,0.32
50293,0.1,0.47,0.12,0.31
50294,0.1,0.47,0.13,0.3
50295,0.1,0.47,0.14,0.29
50296,0.1,0.47,0.15,0.28
50297,0.1,0.47,0.16,0.27
50298,0.1,0.47,0.17,0.26
50299,0.1,0.47,0.18,0.25
50300,0.1,0.47,0.19,0.24
50301,0.1,0.47,0.2,0.23
50302,0.1,0.47,0.21,0.22
50303,0.1,0.47,0.22,0.21
50304,0.1,0.47,0.23,0.2
50305,0.1,0.47,0.24,0.19
50306,0.1,0.47,0.25,0.18
50307,0.1,0.47,0.26,0.17
50308,0.1,0.47,0.27,0.16
50309,0.1,0.47,0.28,0.15
50310,0.1,0.47,0.29,0.14
50311,0.1,0.47,0.3,0.13
50312,0.1,0.47,0.31,0.12
50313,0.1,0.47,0.32,0.11
50314,0.1,0.47,0.33,0.1
50315,0.1,0.47,0.34,0.09
50316,0.1,0.47,0.35,0.08
50317,0.1,0.47,0.36,0.07
50318,0.1,0.47,0.37,0.06
50319,0.1,0.47,0.38,0.05
50320,0.1,0.47,0.39,0.04
50321,0.1,0.47,0.4,0.03
50322,0.1,0.47,0.41,0.02
50323,0.1,0.47,0.42,0.01
50324,0.1,0.47,0.43,0.0
50325,0.1,0.48,0.0,0.42
50326,0.1,0.48,0.01,0.41
50327,0.1,0.48,0.02,0.4
50328,0.1,0.48,0.03,0.39
50329,0.1,0.48,0.04,0.38
50330,0.1,0.48,0.05,0.37
50331,0.1,0.48,0.06,0.36
50332,0.1,0.48,0.07,0.35
50333,0.1,0.48,0.08,0.34
50334,0.1,0.48,0.09,0.33
50335,0.1,0.48,0.1,0.32
50336,0.1,0.48,0.11,0.31
50337,0.1,0.48,0.12,0.3
50338,0.1,0.48,0.13,0.29
50339,0.1,0.48,0.14,0.28
50340,0.1,0.48,0.15,0.27
50341,0.1,0.48,0.16,0.26
50342,0.1,0.48,0.17,0.25
50343,0.1,0.48,0.18,0.24
50344,0.1,0.48,0.19,0.23
50345,0.1,0.48,0.2,0.22
50346,0.1,0.48,0.21,0.21
50347,0.1,0.48,0.22,0.2
50348,0.1,0.48,0.23,0.19
50349,0.1,0.48,0.24,0.18
50350,0.1,0.48,0.25,0.17
50351,0.1,0.48,0.26,0.16
50352,0.1,0.48,0.27,0.15
50353,0.1,0.48,0.28,0.14
50354,0.1,0.48,0.29,0.13
50355,0.1,0.48,0.3,0.12
50356,0.1,0.48,0.31,0.11
50357,0.1,0.48,0.32,0.1
50358,0.1,0.48,0.33,0.09
50359,0.1,0.48,0.34,0.08
50360,0.1,0.48,0.35,0.07
50361,0.1,0.48,0.36,0.06
50362,0.1,0.48,0.37,0.05
50363,0.1,0.48,0.38,0.04
50364,0.1,0.48,0.39,0.03
50365,0.1,0.48,0.4,0.02
50366,0.1,0.48,0.41,0.01
50367,0.1,0.48,0.42,0.0
50368,0.1,0.49,0.0,0.41
50369,0.1,0.49,0.01,0.4
50370,0.1,0.49,0.02,0.39
50371,0.1,0.49,0.03,0.38
50372,0.1,0.49,0.04,0.37
50373,0.1,0.49,0.05,0.36
50374,0.1,0.49,0.06,0.35
50375,0.1,0.49,0.07,0.34
50376,0.1,0.49,0.08,0.33
50377,0.1,0.49,0.09,0.32
50378,0.1,0.49,0.1,0.31
50379,0.1,0.49,0.11,0.3
50380,0.1,0.49,0.12,0.29
50381,0.1,0.49,0.13,0.28
50382,0.1,0.49,0.14,0.27
50383,0.1,0.49,0.15,0.26
50384,0.1,0.49,0.16,0.25
50385,0.1,0.49,0.17,0.24
50386,0.1,0.49,0.18,0.23
50387,0.1,0.49,0.19,0.22
50388,0.1,0.49,0.2,0.21
50389,0.1,0.49,0.21,0.2
50390,0.1,0.49,0.22,0.19
50391,0.1,0.49,0.23,0.18
50392,0.1,0.49,0.24,0.17
50393,0.1,0.49,0.25,0.16
50394,0.1,0.49,0.26,0.15
50395,0.1,0.49,0.27,0.14
50396,0.1,0.49,0.28,0.13
50397,0.1,0.49,0.29,0.12
50398,0.1,0.49,0.3,0.11
50399,0.1,0.49,0.31,0.1
50400,0.1,0.49,0.32,0.09
50401,0.1,0.49,0.33,0.08
50402,0.1,0.49,0.34,0.07
50403,0.1,0.49,0.35,0.06
50404,0.1,0.49,0.36,0.05
50405,0.1,0.49,0.37,0.04
50406,0.1,0.49,0.38,0.03
50407,0.1,0.49,0.39,0.02
50408,0.1,0.49,0.4,0.01
50409,0.1,0.49,0.41,0.0
50410,0.1,0.5,0.0,0.4
50411,0.1,0.5,0.01,0.39
50412,0.1,0.5,0.02,0.38
50413,0.1,0.5,0.03,0.37
50414,0.1,0.5,0.04,0.36
50415,0.1,0.5,0.05,0.35
50416,0.1,0.5,0.06,0.34
50417,0.1,0.5,0.07,0.33
50418,0.1,0.5,0.08,0.32
50419,0.1,0.5,0.09,0.31
50420,0.1,0.5,0.1,0.3
50421,0.1,0.5,0.11,0.29
50422,0.1,0.5,0.12,0.28
50423,0.1,0.5,0.13,0.27
50424,0.1,0.5,0.14,0.26
50425,0.1,0.5,0.15,0.25
50426,0.1,0.5,0.16,0.24
50427,0.1,0.5,0.17,0.23
50428,0.1,0.5,0.18,0.22
50429,0.1,0.5,0.19,0.21
50430,0.1,0.5,0.2,0.2
50431,0.1,0.5,0.21,0.19
50432,0.1,0.5,0.22,0.18
50433,0.1,0.5,0.23,0.17
50434,0.1,0.5,0.24,0.16
50435,0.1,0.5,0.25,0.15
50436,0.1,0.5,0.26,0.14
50437,0.1,0.5,0.27,0.13
50438,0.1,0.5,0.28,0.12
50439,0.1,0.5,0.29,0.11
50440,0.1,0.5,0.3,0.1
50441,0.1,0.5,0.31,0.09
50442,0.1,0.5,0.32,0.08
50443,0.1,0.5,0.33,0.07
50444,0.1,0.5,0.34,0.06
50445,0.1,0.5,0.35,0.05
50446,0.1,0.5,0.36,0.04
50447,0.1,0.5,0.37,0.03
50448,0.1,0.5,0.38,0.02
50449,0.1,0.5,0.39,0.01
50450,0.1,0.5,0.4,0.0
50451,0.1,0.51,0.0,0.39
50452,0.1,0.51,0.01,0.38
50453,0.1,0.51,0.02,0.37
50454,0.1,0.51,0.03,0.36
50455,0.1,0.51,0.04,0.35
50456,0.1,0.51,0.05,0.34
50457,0.1,0.51,0.06,0.33
50458,0.1,0.51,0.07,0.32
50459,0.1,0.51,0.08,0.31
50460,0.1,0.51,0.09,0.3
50461,0.1,0.51,0.1,0.29
50462,0.1,0.51,0.11,0.28
50463,0.1,0.51,0.12,0.27
50464,0.1,0.51,0.13,0.26
50465,0.1,0.51,0.14,0.25
50466,0.1,0.51,0.15,0.24
50467,0.1,0.51,0.16,0.23
50468,0.1,0.51,0.17,0.22
50469,0.1,0.51,0.18,0.21
50470,0.1,0.51,0.19,0.2
50471,0.1,0.51,0.2,0.19
50472,0.1,0.51,0.21,0.18
50473,0.1,0.51,0.22,0.17
50474,0.1,0.51,0.23,0.16
50475,0.1,0.51,0.24,0.15
50476,0.1,0.51,0.25,0.14
50477,0.1,0.51,0.26,0.13
50478,0.1,0.51,0.27,0.12
50479,0.1,0.51,0.28,0.11
50480,0.1,0.51,0.29,0.1
50481,0.1,0.51,0.3,0.09
50482,0.1,0.51,0.31,0.08
50483,0.1,0.51,0.32,0.07
50484,0.1,0.51,0.33,0.06
50485,0.1,0.51,0.34,0.05
50486,0.1,0.51,0.35,0.04
50487,0.1,0.51,0.36,0.03
50488,0.1,0.51,0.37,0.02
50489,0.1,0.51,0.38,0.01
50490,0.1,0.51,0.39,0.0
50491,0.1,0.52,0.0,0.38
50492,0.1,0.52,0.01,0.37
50493,0.1,0.52,0.02,0.36
50494,0.1,0.52,0.03,0.35
50495,0.1,0.52,0.04,0.34
50496,0.1,0.52,0.05,0.33
50497,0.1,0.52,0.06,0.32
50498,0.1,0.52,0.07,0.31
50499,0.1,0.52,0.08,0.3
50500,0.1,0.52,0.09,0.29
50501,0.1,0.52,0.1,0.28
50502,0.1,0.52,0.11,0.27
50503,0.1,0.52,0.12,0.26
50504,0.1,0.52,0.13,0.25
50505,0.1,0.52,0.14,0.24
50506,0.1,0.52,0.15,0.23
50507,0.1,0.52,0.16,0.22
50508,0.1,0.52,0.17,0.21
50509,0.1,0.52,0.18,0.2
50510,0.1,0.52,0.19,0.19
50511,0.1,0.52,0.2,0.18
50512,0.1,0.52,0.21,0.17
50513,0.1,0.52,0.22,0.16
50514,0.1,0.52,0.23,0.15
50515,0.1,0.52,0.24,0.14
50516,0.1,0.52,0.25,0.13
50517,0.1,0.52,0.26,0.12
50518,0.1,0.52,0.27,0.11
50519,0.1,0.52,0.28,0.1
50520,0.1,0.52,0.29,0.09
50521,0.1,0.52,0.3,0.08
50522,0.1,0.52,0.31,0.07
50523,0.1,0.52,0.32,0.06
50524,0.1,0.52,0.33,0.05
50525,0.1,0.52,0.34,0.04
50526,0.1,0.52,0.35,0.03
50527,0.1,0.52,0.36,0.02
50528,0.1,0.52,0.37,0.01
50529,0.1,0.52,0.38,0.0
50530,0.1,0.53,0.0,0.37
50531,0.1,0.53,0.01,0.36
50532,0.1,0.53,0.02,0.35
50533,0.1,0.53,0.03,0.34
50534,0.1,0.53,0.04,0.33
50535,0.1,0.53,0.05,0.32
50536,0.1,0.53,0.06,0.31
50537,0.1,0.53,0.07,0.3
50538,0.1,0.53,0.08,0.29
50539,0.1,0.53,0.09,0.28
50540,0.1,0.53,0.1,0.27
50541,0.1,0.53,0.11,0.26
50542,0.1,0.53,0.12,0.25
50543,0.1,0.53,0.13,0.24
50544,0.1,0.53,0.14,0.23
50545,0.1,0.53,0.15,0.22
50546,0.1,0.53,0.16,0.21
50547,0.1,0.53,0.17,0.2
50548,0.1,0.53,0.18,0.19
50549,0.1,0.53,0.19,0.18
50550,0.1,0.53,0.2,0.17
50551,0.1,0.53,0.21,0.16
50552,0.1,0.53,0.22,0.15
50553,0.1,0.53,0.23,0.14
50554,0.1,0.53,0.24,0.13
50555,0.1,0.53,0.25,0.12
50556,0.1,0.53,0.26,0.11
50557,0.1,0.53,0.27,0.1
50558,0.1,0.53,0.28,0.09
50559,0.1,0.53,0.29,0.08
50560,0.1,0.53,0.3,0.07
50561,0.1,0.53,0.31,0.06
50562,0.1,0.53,0.32,0.05
50563,0.1,0.53,0.33,0.04
50564,0.1,0.53,0.34,0.03
50565,0.1,0.53,0.35,0.02
50566,0.1,0.53,0.36,0.01
50567,0.1,0.53,0.37,0.0
50568,0.1,0.54,0.0,0.36
50569,0.1,0.54,0.01,0.35
50570,0.1,0.54,0.02,0.34
50571,0.1,0.54,0.03,0.33
50572,0.1,0.54,0.04,0.32
50573,0.1,0.54,0.05,0.31
50574,0.1,0.54,0.06,0.3
50575,0.1,0.54,0.07,0.29
50576,0.1,0.54,0.08,0.28
50577,0.1,0.54,0.09,0.27
50578,0.1,0.54,0.1,0.26
50579,0.1,0.54,0.11,0.25
50580,0.1,0.54,0.12,0.24
50581,0.1,0.54,0.13,0.23
50582,0.1,0.54,0.14,0.22
50583,0.1,0.54,0.15,0.21
50584,0.1,0.54,0.16,0.2
50585,0.1,0.54,0.17,0.19
50586,0.1,0.54,0.18,0.18
50587,0.1,0.54,0.19,0.17
50588,0.1,0.54,0.2,0.16
50589,0.1,0.54,0.21,0.15
50590,0.1,0.54,0.22,0.14
50591,0.1,0.54,0.23,0.13
50592,0.1,0.54,0.24,0.12
50593,0.1,0.54,0.25,0.11
50594,0.1,0.54,0.26,0.1
50595,0.1,0.54,0.27,0.09
50596,0.1,0.54,0.28,0.08
50597,0.1,0.54,0.29,0.07
50598,0.1,0.54,0.3,0.06
50599,0.1,0.54,0.31,0.05
50600,0.1,0.54,0.32,0.04
50601,0.1,0.54,0.33,0.03
50602,0.1,0.54,0.34,0.02
50603,0.1,0.54,0.35,0.01
50604,0.1,0.54,0.36,0.0
50605,0.1,0.55,0.0,0.35
50606,0.1,0.55,0.01,0.34
50607,0.1,0.55,0.02,0.33
50608,0.1,0.55,0.03,0.32
50609,0.1,0.55,0.04,0.31
50610,0.1,0.55,0.05,0.3
50611,0.1,0.55,0.06,0.29
50612,0.1,0.55,0.07,0.28
50613,0.1,0.55,0.08,0.27
50614,0.1,0.55,0.09,0.26
50615,0.1,0.55,0.1,0.25
50616,0.1,0.55,0.11,0.24
50617,0.1,0.55,0.12,0.23
50618,0.1,0.55,0.13,0.22
50619,0.1,0.55,0.14,0.21
50620,0.1,0.55,0.15,0.2
50621,0.1,0.55,0.16,0.19
50622,0.1,0.55,0.17,0.18
50623,0.1,0.55,0.18,0.17
50624,0.1,0.55,0.19,0.16
50625,0.1,0.55,0.2,0.15
50626,0.1,0.55,0.21,0.14
50627,0.1,0.55,0.22,0.13
50628,0.1,0.55,0.23,0.12
50629,0.1,0.55,0.24,0.11
50630,0.1,0.55,0.25,0.1
50631,0.1,0.55,0.26,0.09
50632,0.1,0.55,0.27,0.08
50633,0.1,0.55,0.28,0.07
50634,0.1,0.55,0.29,0.06
50635,0.1,0.55,0.3,0.05
50636,0.1,0.55,0.31,0.04
50637,0.1,0.55,0.32,0.03
50638,0.1,0.55,0.33,0.02
50639,0.1,0.55,0.34,0.01
50640,0.1,0.55,0.35,0.0
50641,0.1,0.56,0.0,0.34
50642,0.1,0.56,0.01,0.33
50643,0.1,0.56,0.02,0.32
50644,0.1,0.56,0.03,0.31
50645,0.1,0.56,0.04,0.3
50646,0.1,0.56,0.05,0.29
50647,0.1,0.56,0.06,0.28
50648,0.1,0.56,0.07,0.27
50649,0.1,0.56,0.08,0.26
50650,0.1,0.56,0.09,0.25
50651,0.1,0.56,0.1,0.24
50652,0.1,0.56,0.11,0.23
50653,0.1,0.56,0.12,0.22
50654,0.1,0.56,0.13,0.21
50655,0.1,0.56,0.14,0.2
50656,0.1,0.56,0.15,0.19
50657,0.1,0.56,0.16,0.18
50658,0.1,0.56,0.17,0.17
50659,0.1,0.56,0.18,0.16
50660,0.1,0.56,0.19,0.15
50661,0.1,0.56,0.2,0.14
50662,0.1,0.56,0.21,0.13
50663,0.1,0.56,0.22,0.12
50664,0.1,0.56,0.23,0.11
50665,0.1,0.56,0.24,0.1
50666,0.1,0.56,0.25,0.09
50667,0.1,0.56,0.26,0.08
50668,0.1,0.56,0.27,0.07
50669,0.1,0.56,0.28,0.06
50670,0.1,0.56,0.29,0.05
50671,0.1,0.56,0.3,0.04
50672,0.1,0.56,0.31,0.03
50673,0.1,0.56,0.32,0.02
50674,0.1,0.56,0.33,0.01
50675,0.1,0.56,0.34,0.0
50676,0.1,0.57,0.0,0.33
50677,0.1,0.57,0.01,0.32
50678,0.1,0.57,0.02,0.31
50679,0.1,0.57,0.03,0.3
50680,0.1,0.57,0.04,0.29
50681,0.1,0.57,0.05,0.28
50682,0.1,0.57,0.06,0.27
50683,0.1,0.57,0.07,0.26
50684,0.1,0.57,0.08,0.25
50685,0.1,0.57,0.09,0.24
50686,0.1,0.57,0.1,0.23
50687,0.1,0.57,0.11,0.22
50688,0.1,0.57,0.12,0.21
50689,0.1,0.57,0.13,0.2
50690,0.1,0.57,0.14,0.19
50691,0.1,0.57,0.15,0.18
50692,0.1,0.57,0.16,0.17
50693,0.1,0.57,0.17,0.16
50694,0.1,0.57,0.18,0.15
50695,0.1,0.57,0.19,0.14
50696,0.1,0.57,0.2,0.13
50697,0.1,0.57,0.21,0.12
50698,0.1,0.57,0.22,0.11
50699,0.1,0.57,0.23,0.1
50700,0.1,0.57,0.24,0.09
50701,0.1,0.57,0.25,0.08
50702,0.1,0.57,0.26,0.07
50703,0.1,0.57,0.27,0.06
50704,0.1,0.57,0.28,0.05
50705,0.1,0.57,0.29,0.04
50706,0.1,0.57,0.3,0.03
50707,0.1,0.57,0.31,0.02
50708,0.1,0.57,0.32,0.01
50709,0.1,0.57,0.33,0.0
50710,0.1,0.58,0.0,0.32
50711,0.1,0.58,0.01,0.31
50712,0.1,0.58,0.02,0.3
50713,0.1,0.58,0.03,0.29
50714,0.1,0.58,0.04,0.28
50715,0.1,0.58,0.05,0.27
50716,0.1,0.58,0.06,0.26
50717,0.1,0.58,0.07,0.25
50718,0.1,0.58,0.08,0.24
50719,0.1,0.58,0.09,0.23
50720,0.1,0.58,0.1,0.22
50721,0.1,0.58,0.11,0.21
50722,0.1,0.58,0.12,0.2
50723,0.1,0.58,0.13,0.19
50724,0.1,0.58,0.14,0.18
50725,0.1,0.58,0.15,0.17
50726,0.1,0.58,0.16,0.16
50727,0.1,0.58,0.17,0.15
50728,0.1,0.58,0.18,0.14
50729,0.1,0.58,0.19,0.13
50730,0.1,0.58,0.2,0.12
50731,0.1,0.58,0.21,0.11
50732,0.1,0.58,0.22,0.1
