id,CATEGORY,SENTIMENT,SCORE,REVLEN
10359,0.02,0.01,0.59,0.38
10360,0.02,0.01,0.6,0.37
10361,0.02,0.01,0.61,0.36
10362,0.02,0.01,0.62,0.35
10363,0.02,0.01,0.63,0.34
10364,0.02,0.01,0.64,0.33
10365,0.02,0.01,0.65,0.32
10366,0.02,0.01,0.66,0.31
10367,0.02,0.01,0.67,0.3
10368,0.02,0.01,0.68,0.29
10369,0.02,0.01,0.69,0.28
10370,0.02,0.01,0.7,0.27
10371,0.02,0.01,0.71,0.26
10372,0.02,0.01,0.72,0.25
10373,0.02,0.01,0.73,0.24
10374,0.02,0.01,0.74,0.23
10375,0.02,0.01,0.75,0.22
10376,0.02,0.01,0.76,0.21
10377,0.02,0.01,0.77,0.2
10378,0.02,0.01,0.78,0.19
10379,0.02,0.01,0.79,0.18
10380,0.02,0.01,0.8,0.17
10381,0.02,0.01,0.81,0.16
10382,0.02,0.01,0.82,0.15
10383,0.02,0.01,0.83,0.14
10384,0.02,0.01,0.84,0.13
10385,0.02,0.01,0.85,0.12
10386,0.02,0.01,0.86,0.11
10387,0.02,0.01,0.87,0.1
10388,0.02,0.01,0.88,0.09
10389,0.02,0.01,0.89,0.08
10390,0.02,0.01,0.9,0.07
10391,0.02,0.01,0.91,0.06
10392,0.02,0.01,0.92,0.05
10393,0.02,0.01,0.93,0.04
10394,0.02,0.01,0.94,0.03
10395,0.02,0.01,0.95,0.02
10396,0.02,0.01,0.96,0.01
10397,0.02,0.01,0.97,0.0
10398,0.02,0.02,0.0,0.96
10399,0.02,0.02,0.01,0.95
10400,0.02,0.02,0.02,0.94
10401,0.02,0.02,0.03,0.93
10402,0.02,0.02,0.04,0.92
10403,0.02,0.02,0.05,0.91
10404,0.02,0.02,0.06,0.9
10405,0.02,0.02,0.07,0.89
10406,0.02,0.02,0.08,0.88
10407,0.02,0.02,0.09,0.87
10408,0.02,0.02,0.1,0.86
10409,0.02,0.02,0.11,0.85
10410,0.02,0.02,0.12,0.84
10411,0.02,0.02,0.13,0.83
10412,0.02,0.02,0.14,0.82
10413,0.02,0.02,0.15,0.81
10414,0.02,0.02,0.16,0.8
10415,0.02,0.02,0.17,0.79
10416,0.02,0.02,0.18,0.78
10417,0.02,0.02,0.19,0.77
10418,0.02,0.02,0.2,0.76
10419,0.02,0.02,0.21,0.75
10420,0.02,0.02,0.22,0.74
10421,0.02,0.02,0.23,0.73
10422,0.02,0.02,0.24,0.72
10423,0.02,0.02,0.25,0.71
10424,0.02,0.02,0.26,0.7
10425,0.02,0.02,0.27,0.69
10426,0.02,0.02,0.28,0.68
10427,0.02,0.02,0.29,0.67
10428,0.02,0.02,0.3,0.66
10429,0.02,0.02,0.31,0.65
10430,0.02,0.02,0.32,0.64
10431,0.02,0.02,0.33,0.63
10432,0.02,0.02,0.34,0.62
10433,0.02,0.02,0.35,0.61
10434,0.02,0.02,0.36,0.6
10435,0.02,0.02,0.37,0.59
10436,0.02,0.02,0.38,0.58
10437,0.02,0.02,0.39,0.57
10438,0.02,0.02,0.4,0.56
10439,0.02,0.02,0.41,0.55
10440,0.02,0.02,0.42,0.54
10441,0.02,0.02,0.43,0.53
10442,0.02,0.02,0.44,0.52
10443,0.02,0.02,0.45,0.51
10444,0.02,0.02,0.46,0.5
10445,0.02,0.02,0.47,0.49
10446,0.02,0.02,0.48,0.48
10447,0.02,0.02,0.49,0.47
10448,0.02,0.02,0.5,0.46
10449,0.02,0.02,0.51,0.45
10450,0.02,0.02,0.52,0.44
10451,0.02,0.02,0.53,0.43
10452,0.02,0.02,0.54,0.42
10453,0.02,0.02,0.55,0.41
10454,0.02,0.02,0.56,0.4
10455,0.02,0.02,0.57,0.39
10456,0.02,0.02,0.58,0.38
10457,0.02,0.02,0.59,0.37
10458,0.02,0.02,0.6,0.36
10459,0.02,0.02,0.61,0.35
10460,0.02,0.02,0.62,0.34
10461,0.02,0.02,0.63,0.33
10462,0.02,0.02,0.64,0.32
10463,0.02,0.02,0.65,0.31
10464,0.02,0.02,0.66,0.3
10465,0.02,0.02,0.67,0.29
10466,0.02,0.02,0.68,0.28
10467,0.02,0.02,0.69,0.27
10468,0.02,0.02,0.7,0.26
10469,0.02,0.02,0.71,0.25
10470,0.02,0.02,0.72,0.24
10471,0.02,0.02,0.73,0.23
10472,0.02,0.02,0.74,0.22
10473,0.02,0.02,0.75,0.21
10474,0.02,0.02,0.76,0.2
10475,0.02,0.02,0.77,0.19
10476,0.02,0.02,0.78,0.18
10477,0.02,0.02,0.79,0.17
10478,0.02,0.02,0.8,0.16
10479,0.02,0.02,0.81,0.15
10480,0.02,0.02,0.82,0.14
10481,0.02,0.02,0.83,0.13
10482,0.02,0.02,0.84,0.12
10483,0.02,0.02,0.85,0.11
10484,0.02,0.02,0.86,0.1
10485,0.02,0.02,0.87,0.09
10486,0.02,0.02,0.88,0.08
10487,0.02,0.02,0.89,0.07
10488,0.02,0.02,0.9,0.06
10489,0.02,0.02,0.91,0.05
10490,0.02,0.02,0.92,0.04
10491,0.02,0.02,0.93,0.03
10492,0.02,0.02,0.94,0.02
10493,0.02,0.02,0.95,0.01
10494,0.02,0.02,0.96,0.0
10495,0.02,0.03,0.0,0.95
10496,0.02,0.03,0.01,0.94
10497,0.02,0.03,0.02,0.93
10498,0.02,0.03,0.03,0.92
10499,0.02,0.03,0.04,0.91
10500,0.02,0.03,0.05,0.9
10501,0.02,0.03,0.06,0.89
10502,0.02,0.03,0.07,0.88
10503,0.02,0.03,0.08,0.87
10504,0.02,0.03,0.09,0.86
10505,0.02,0.03,0.1,0.85
10506,0.02,0.03,0.11,0.84
10507,0.02,0.03,0.12,0.83
10508,0.02,0.03,0.13,0.82
10509,0.02,0.03,0.14,0.81
10510,0.02,0.03,0.15,0.8
10511,0.02,0.03,0.16,0.79
10512,0.02,0.03,0.17,0.78
10513,0.02,0.03,0.18,0.77
10514,0.02,0.03,0.19,0.76
10515,0.02,0.03,0.2,0.75
10516,0.02,0.03,0.21,0.74
10517,0.02,0.03,0.22,0.73
10518,0.02,0.03,0.23,0.72
10519,0.02,0.03,0.24,0.71
10520,0.02,0.03,0.25,0.7
10521,0.02,0.03,0.26,0.69
10522,0.02,0.03,0.27,0.68
10523,0.02,0.03,0.28,0.67
10524,0.02,0.03,0.29,0.66
10525,0.02,0.03,0.3,0.65
10526,0.02,0.03,0.31,0.64
10527,0.02,0.03,0.32,0.63
10528,0.02,0.03,0.33,0.62
10529,0.02,0.03,0.34,0.61
10530,0.02,0.03,0.35,0.6
10531,0.02,0.03,0.36,0.59
10532,0.02,0.03,0.37,0.58
10533,0.02,0.03,0.38,0.57
10534,0.02,0.03,0.39,0.56
10535,0.02,0.03,0.4,0.55
10536,0.02,0.03,0.41,0.54
10537,0.02,0.03,0.42,0.53
10538,0.02,0.03,0.43,0.52
10539,0.02,0.03,0.44,0.51
10540,0.02,0.03,0.45,0.5
10541,0.02,0.03,0.46,0.49
10542,0.02,0.03,0.47,0.48
10543,0.02,0.03,0.48,0.47
10544,0.02,0.03,0.49,0.46
10545,0.02,0.03,0.5,0.45
10546,0.02,0.03,0.51,0.44
10547,0.02,0.03,0.52,0.43
10548,0.02,0.03,0.53,0.42
10549,0.02,0.03,0.54,0.41
10550,0.02,0.03,0.55,0.4
10551,0.02,0.03,0.56,0.39
10552,0.02,0.03,0.57,0.38
10553,0.02,0.03,0.58,0.37
10554,0.02,0.03,0.59,0.36
10555,0.02,0.03,0.6,0.35
10556,0.02,0.03,0.61,0.34
10557,0.02,0.03,0.62,0.33
10558,0.02,0.03,0.63,0.32
10559,0.02,0.03,0.64,0.31
10560,0.02,0.03,0.65,0.3
10561,0.02,0.03,0.66,0.29
10562,0.02,0.03,0.67,0.28
10563,0.02,0.03,0.68,0.27
10564,0.02,0.03,0.69,0.26
10565,0.02,0.03,0.7,0.25
10566,0.02,0.03,0.71,0.24
10567,0.02,0.03,0.72,0.23
10568,0.02,0.03,0.73,0.22
10569,0.02,0.03,0.74,0.21
10570,0.02,0.03,0.75,0.2
10571,0.02,0.03,0.76,0.19
10572,0.02,0.03,0.77,0.18
10573,0.02,0.03,0.78,0.17
10574,0.02,0.03,0.79,0.16
10575,0.02,0.03,0.8,0.15
10576,0.02,0.03,0.81,0.14
10577,0.02,0.03,0.82,0.13
10578,0.02,0.03,0.83,0.12
10579,0.02,0.03,0.84,0.11
10580,0.02,0.03,0.85,0.1
10581,0.02,0.03,0.86,0.09
10582,0.02,0.03,0.87,0.08
10583,0.02,0.03,0.88,0.07
10584,0.02,0.03,0.89,0.06
10585,0.02,0.03,0.9,0.05
10586,0.02,0.03,0.91,0.04
10587,0.02,0.03,0.92,0.03
10588,0.02,0.03,0.93,0.02
10589,0.02,0.03,0.94,0.01
10590,0.02,0.03,0.95,0.0
10591,0.02,0.04,0.0,0.94
10592,0.02,0.04,0.01,0.93
10593,0.02,0.04,0.02,0.92
10594,0.02,0.04,0.03,0.91
10595,0.02,0.04,0.04,0.9
10596,0.02,0.04,0.05,0.89
10597,0.02,0.04,0.06,0.88
10598,0.02,0.04,0.07,0.87
10599,0.02,0.04,0.08,0.86
10600,0.02,0.04,0.09,0.85
10601,0.02,0.04,0.1,0.84
10602,0.02,0.04,0.11,0.83
10603,0.02,0.04,0.12,0.82
10604,0.02,0.04,0.13,0.81
10605,0.02,0.04,0.14,0.8
10606,0.02,0.04,0.15,0.79
10607,0.02,0.04,0.16,0.78
10608,0.02,0.04,0.17,0.77
10609,0.02,0.04,0.18,0.76
10610,0.02,0.04,0.19,0.75
10611,0.02,0.04,0.2,0.74
10612,0.02,0.04,0.21,0.73
10613,0.02,0.04,0.22,0.72
10614,0.02,0.04,0.23,0.71
10615,0.02,0.04,0.24,0.7
10616,0.02,0.04,0.25,0.69
10617,0.02,0.04,0.26,0.68
10618,0.02,0.04,0.27,0.67
10619,0.02,0.04,0.28,0.66
10620,0.02,0.04,0.29,0.65
10621,0.02,0.04,0.3,0.64
10622,0.02,0.04,0.31,0.63
10623,0.02,0.04,0.32,0.62
10624,0.02,0.04,0.33,0.61
10625,0.02,0.04,0.34,0.6
10626,0.02,0.04,0.35,0.59
10627,0.02,0.04,0.36,0.58
10628,0.02,0.04,0.37,0.57
10629,0.02,0.04,0.38,0.56
10630,0.02,0.04,0.39,0.55
10631,0.02,0.04,0.4,0.54
10632,0.02,0.04,0.41,0.53
10633,0.02,0.04,0.42,0.52
10634,0.02,0.04,0.43,0.51
10635,0.02,0.04,0.44,0.5
10636,0.02,0.04,0.45,0.49
10637,0.02,0.04,0.46,0.48
10638,0.02,0.04,0.47,0.47
10639,0.02,0.04,0.48,0.46
10640,0.02,0.04,0.49,0.45
10641,0.02,0.04,0.5,0.44
10642,0.02,0.04,0.51,0.43
10643,0.02,0.04,0.52,0.42
10644,0.02,0.04,0.53,0.41
10645,0.02,0.04,0.54,0.4
10646,0.02,0.04,0.55,0.39
10647,0.02,0.04,0.56,0.38
10648,0.02,0.04,0.57,0.37
10649,0.02,0.04,0.58,0.36
10650,0.02,0.04,0.59,0.35
10651,0.02,0.04,0.6,0.34
10652,0.02,0.04,0.61,0.33
10653,0.02,0.04,0.62,0.32
10654,0.02,0.04,0.63,0.31
10655,0.02,0.04,0.64,0.3
10656,0.02,0.04,0.65,0.29
10657,0.02,0.04,0.66,0.28
10658,0.02,0.04,0.67,0.27
10659,0.02,0.04,0.68,0.26
10660,0.02,0.04,0.69,0.25
10661,0.02,0.04,0.7,0.24
10662,0.02,0.04,0.71,0.23
10663,0.02,0.04,0.72,0.22
10664,0.02,0.04,0.73,0.21
10665,0.02,0.04,0.74,0.2
10666,0.02,0.04,0.75,0.19
10667,0.02,0.04,0.76,0.18
10668,0.02,0.04,0.77,0.17
10669,0.02,0.04,0.78,0.16
10670,0.02,0.04,0.79,0.15
10671,0.02,0.04,0.8,0.14
10672,0.02,0.04,0.81,0.13
10673,0.02,0.04,0.82,0.12
10674,0.02,0.04,0.83,0.11
10675,0.02,0.04,0.84,0.1
10676,0.02,0.04,0.85,0.09
10677,0.02,0.04,0.86,0.08
10678,0.02,0.04,0.87,0.07
10679,0.02,0.04,0.88,0.06
10680,0.02,0.04,0.89,0.05
10681,0.02,0.04,0.9,0.04
10682,0.02,0.04,0.91,0.03
10683,0.02,0.04,0.92,0.02
10684,0.02,0.04,0.93,0.01
10685,0.02,0.04,0.94,0.0
10686,0.02,0.05,0.0,0.93
10687,0.02,0.05,0.01,0.92
10688,0.02,0.05,0.02,0.91
10689,0.02,0.05,0.03,0.9
10690,0.02,0.05,0.04,0.89
10691,0.02,0.05,0.05,0.88
10692,0.02,0.05,0.06,0.87
10693,0.02,0.05,0.07,0.86
10694,0.02,0.05,0.08,0.85
10695,0.02,0.05,0.09,0.84
10696,0.02,0.05,0.1,0.83
10697,0.02,0.05,0.11,0.82
10698,0.02,0.05,0.12,0.81
10699,0.02,0.05,0.13,0.8
10700,0.02,0.05,0.14,0.79
10701,0.02,0.05,0.15,0.78
10702,0.02,0.05,0.16,0.77
10703,0.02,0.05,0.17,0.76
10704,0.02,0.05,0.18,0.75
10705,0.02,0.05,0.19,0.74
10706,0.02,0.05,0.2,0.73
10707,0.02,0.05,0.21,0.72
10708,0.02,0.05,0.22,0.71
10709,0.02,0.05,0.23,0.7
10710,0.02,0.05,0.24,0.69
10711,0.02,0.05,0.25,0.68
10712,0.02,0.05,0.26,0.67
10713,0.02,0.05,0.27,0.66
10714,0.02,0.05,0.28,0.65
10715,0.02,0.05,0.29,0.64
10716,0.02,0.05,0.3,0.63
10717,0.02,0.05,0.31,0.62
10718,0.02,0.05,0.32,0.61
10719,0.02,0.05,0.33,0.6
10720,0.02,0.05,0.34,0.59
10721,0.02,0.05,0.35,0.58
10722,0.02,0.05,0.36,0.57
10723,0.02,0.05,0.37,0.56
10724,0.02,0.05,0.38,0.55
10725,0.02,0.05,0.39,0.54
10726,0.02,0.05,0.4,0.53
10727,0.02,0.05,0.41,0.52
10728,0.02,0.05,0.42,0.51
10729,0.02,0.05,0.43,0.5
10730,0.02,0.05,0.44,0.49
10731,0.02,0.05,0.45,0.48
10732,0.02,0.05,0.46,0.47
