RankingFuncionPesos,ndcg
110000,0.9562544244646101
110001,0.9560262192020604
110002,0.9551761007331023
110003,0.9551618364570593
110004,0.9550373376520799
110005,0.9547860195980626
110006,0.9542389437866388
110007,0.9534366857157689
110008,0.9523317139283001
110009,0.9515487469481214
110010,0.9438125757959202
110011,0.9730494843594304
110012,0.9737319192655646
110013,0.9745105059300594
110014,0.9750480175509104
110015,0.9749772306732714
110016,0.9741065739923228
110017,0.9735631455740102
110018,0.9732679228832518
110019,0.9730322971973435
110020,0.9729483374599065
110021,0.9725063757984179
110022,0.9724219623198076
110023,0.9721493464965797
110024,0.9713293370396466
110025,0.9708123873202283
110026,0.9704450788156869
110027,0.9702516666865649
110028,0.9698644205301414
110029,0.9694278398336201
110030,0.9690337143074101
110031,0.9686406693814252
110032,0.9681976737681518
110033,0.9704995592748354
110034,0.9702788745127722
110035,0.969953112949955
110036,0.9693999579970966
110037,0.9704185264040912
110038,0.9697180999004337
110039,0.9692435969108167
110040,0.9688362755784007
110041,0.968020814499397
110042,0.9675313526180725
110043,0.9673217351352117
110044,0.9676661466883658
110045,0.9669656151503254
110046,0.9664730384451165
110047,0.9659332205277916
110048,0.9654936785599776
110049,0.9650744169120306
110050,0.9641636271917835
110051,0.9638576683313455
110052,0.9634050765940609
110053,0.9626112081073169
110054,0.9620822626783019
110055,0.9620143007066217
110056,0.9609344580919748
110057,0.9602679963188333
110058,0.959592292037332
110059,0.95847656827884
110060,0.9575803333128166
110061,0.9570607765375428
110062,0.9565252380438259
110063,0.9563736023453627
110064,0.9553798265385037
110065,0.9552283439114645
110066,0.9551713979021637
110067,0.9551096038565626
110068,0.9548721520636098
110069,0.9542850318520786
110070,0.9540035457804207
110071,0.9529199228150614
110072,0.9521843426250451
110073,0.9438125757959202
110074,0.9764365703278985
110075,0.9738172799706577
110076,0.9747035922530752
110077,0.9752069517796232
110078,0.9749909751229786
110079,0.974136432396462
110080,0.9736500365678267
110081,0.9733555563145253
110082,0.9730913157530542
110083,0.972891888029369
110084,0.9727070119893237
110085,0.9724219623198076
110086,0.9719047808103775
110087,0.9714451433462098
110088,0.9708746926340901
110089,0.9704760107878955
110090,0.9702350634464048
110091,0.973098994591893
110092,0.9725056430873542
110093,0.9721190198629766
110094,0.9714619888274486
110095,0.9709238748580187
110096,0.9720209965485959
110097,0.9718399147280851
110098,0.9715219694378999
110099,0.9709832492082633
110100,0.9703994541099475
110101,0.969756413598531
110102,0.9692133743094601
110103,0.9696957145758042
110104,0.9689313257002053
110105,0.9684923616955374
110106,0.9680768714536655
110107,0.9673370646307733
110108,0.9667511835444964
110109,0.9659218772237385
110110,0.9652449360919066
110111,0.964737623798922
110112,0.9644110142472868
110113,0.963931275781794
110114,0.9635999139072906
110115,0.9634788531207016
110116,0.9626491347764043
110117,0.9619489509203345
110118,0.9612364319862395
110119,0.9603825445158466
110120,0.9587929584186838
110121,0.9591345439666282
110122,0.9578330555822285
110123,0.9572638159326629
110124,0.9566714375407194
110125,0.9556557903522598
110126,0.9555268410147681
110127,0.955226279798162
110128,0.9551618470349248
110129,0.9551618470349248
110130,0.9549832861051019
110131,0.9546049730641671
110132,0.9543523405841983
110133,0.9534592164549331
110134,0.952236479702283
110135,0.9447756887889273
110136,0.9764847294354355
110137,0.9737994744401359
110138,0.9746562626106922
110139,0.9753809631634596
110140,0.9749852450625576
110141,0.9744890954597206
110142,0.9736699182479518
110143,0.9733338223288229
110144,0.9731518255768139
110145,0.9729005248123751
110146,0.9726921300319641
110147,0.9723198461857735
110148,0.9750885012191914
110149,0.9745530355385119
110150,0.9740468258189607
110151,0.9735938926210455
110152,0.9731933602847148
110153,0.9745649860233917
110154,0.973876367137076
110155,0.9735188538140693
110156,0.9729961037751022
110157,0.9725252503736815
110158,0.97193628370412
110159,0.9717786959518402
110160,0.9713952688382289
110161,0.9707204065056562
110162,0.9713487502980875
110163,0.970442905714843
110164,0.9701339131917986
110165,0.9694552606552532
110166,0.968671200627998
110167,0.9683039649411038
110168,0.9674868968611253
110169,0.966816817842097
110170,0.9660997577394027
110171,0.9657681498489521
110172,0.965250808735237
110173,0.9645148746096931
110174,0.964475578077238
110175,0.9642366762125953
110176,0.9633358482116195
110177,0.9626788623760639
110178,0.9619733650266429
110179,0.9608221340610313
110180,0.9599055741449353
110181,0.959651489723055
110182,0.9585299692197106
110183,0.9581815067844596
110184,0.9575486373209772
110185,0.9564064823286949
110186,0.9558229831413155
