RankingFuncionPesos,ndcg
80000,0.9636651835717847
80001,0.9629099359867804
80002,0.9626130745702606
80003,0.9618889395920553
80004,0.9609558315770732
80005,0.9601588777555887
80006,0.9595996403340739
80007,0.9587780924544245
80008,0.9584682427672959
80009,0.9579929358622895
80010,0.9577349900723938
80011,0.9568994121979718
80012,0.9563542985615707
80013,0.955541201337244
80014,0.9552214457698655
80015,0.9548820879453124
80016,0.954697389768213
80017,0.9539391251484777
80018,0.9529582964370567
80019,0.9526897054343021
80020,0.952072409464468
80021,0.9515752707379773
80022,0.951411101129253
80023,0.9511230604971322
80024,0.9506634202429071
80025,0.950581189602664
80026,0.9430549569370457
80027,0.976531439481477
80028,0.9771904029391304
80029,0.9780898171809652
80030,0.9778778584729336
80031,0.9775213238841927
80032,0.9769820944656591
80033,0.9762011167285699
80034,0.975438483602733
80035,0.9755281966283936
80036,0.9751097675208938
80037,0.9748969628038882
80038,0.974039488282804
80039,0.9736240798390091
80040,0.9728866141813268
80041,0.9718785837975745
80042,0.9712726628001027
80043,0.970304876777299
80044,0.9695371898707783
80045,0.9699018553614983
80046,0.9690766672875188
80047,0.9677974894251612
80048,0.9672739469492718
80049,0.967114091905496
80050,0.9667125090648351
80051,0.9664879750877485
80052,0.9660929512880879
80053,0.9656577245010998
80054,0.9644342737160462
80055,0.9638518765797193
80056,0.9631662922017603
80057,0.9629149495051147
80058,0.9623557426810935
80059,0.9616732973963845
80060,0.9604619472163469
80061,0.9598861204540982
80062,0.9591900318789299
80063,0.9586043287849152
80064,0.9582886591148613
80065,0.9578613124049863
80066,0.9573670802300264
80067,0.9564815913645863
80068,0.9558774646654704
80069,0.9551130468650518
80070,0.9548524179303773
80071,0.9546756060327247
80072,0.9543516180006505
80073,0.9535972563206722
80074,0.9527832533535859
80075,0.9522706193684652
80076,0.9517112584636152
80077,0.9515673315207712
80078,0.9514743674975599
80079,0.9510379259392108
80080,0.9506323212051833
80081,0.9431290245321162
80082,0.9764405879454977
80083,0.9772510394474175
80084,0.9780630629156811
80085,0.9773638405025001
80086,0.977063059013236
80087,0.976209755189365
80088,0.9759978917353765
80089,0.9761579936360203
80090,0.9752120572437659
80091,0.9748930912509386
80092,0.974499102500016
80093,0.9734106085637946
80094,0.9724776201249863
80095,0.9719663691186593
80096,0.9713341053770527
80097,0.9706082699975848
80098,0.9709371027581112
80099,0.9699056737780907
80100,0.968968809169985
80101,0.9684345986467464
80102,0.967713448040534
80103,0.967166637155179
80104,0.9668283055182622
80105,0.9663978245760813
80106,0.9661353335114379
80107,0.9653313922598336
80108,0.9647657760091576
80109,0.9642373993851446
80110,0.9634140405847195
80111,0.9631802574621825
80112,0.9629014229525656
80113,0.9621263188733331
80114,0.9610291727277862
80115,0.9602696047571414
80116,0.9597859496751612
80117,0.9589271129425239
80118,0.9584491096094119
80119,0.9580909309977154
80120,0.9577926650986941
80121,0.956862777775154
80122,0.9561182965701103
80123,0.955533496348109
80124,0.9549842789374069
80125,0.9546460460471236
80126,0.9545540124726465
80127,0.9540582807400438
80128,0.9534641094651232
80129,0.9524573353372526
80130,0.9519203952443143
80131,0.9515947615279817
80132,0.9515858080996973
80133,0.951461497450424
80134,0.9508709287599878
80135,0.9431329825982991
80136,0.9762885461140228
80137,0.9768644865990739
80138,0.9776088966498023
80139,0.9776917426512872
80140,0.9770311905466239
80141,0.9760254096443389
80142,0.9758983944779027
80143,0.975853846979032
80144,0.9748896859678958
80145,0.9743512574388852
80146,0.9739063592108711
80147,0.9722326416360635
80148,0.9718876406944471
80149,0.9715807662940531
80150,0.9719507450876974
80151,0.9705132605220151
80152,0.9700576681632339
80153,0.9693994748400847
80154,0.9686564417246031
80155,0.9682311197756898
80156,0.9676093808579292
80157,0.9671195866946477
80158,0.9667530249871529
80159,0.9656517169341131
80160,0.965265975731032
80161,0.9650440885440911
80162,0.9642871630613054
