RankingFuncionPesos,ndcg
rank30000,0.9554294881016953
rank30001,0.9552989072067959
rank30002,0.9548908425934873
rank30003,0.9548940206564763
rank30004,0.9543930739894041
rank30005,0.9541707544202549
rank30006,0.9543504545825593
rank30007,0.9542321958793109
rank30008,0.9539900933339344
rank30009,0.9539384358248133
rank30010,0.953362132275054
rank30011,0.9528222404048377
rank30012,0.9521297281840021
rank30013,0.9519210401738533
rank30014,0.9514611760633627
rank30015,0.9510477226366306
rank30016,0.9508474694728293
rank30017,0.9505088141866869
rank30018,0.9501524575595012
rank30019,0.9499096092606634
rank30020,0.9497843315148916
rank30021,0.9494830196844071
rank30022,0.9491124284765019
rank30023,0.9490222499033986
rank30024,0.948848838493377
rank30025,0.9483978659979602
rank30026,0.9482364475275069
rank30027,0.9481092504285287
rank30028,0.9482294015624261
rank30029,0.9480157465259975
rank30030,0.9512638680904734
rank30031,0.9513405077728347
rank30032,0.951257905616072
rank30033,0.9529388241262725
rank30034,0.9528927065317887
rank30035,0.9528869889512124
rank30036,0.9529056295004078
rank30037,0.9540108693882321
rank30038,0.9539205302649605
rank30039,0.9538041111094228
rank30040,0.9534201247410986
rank30041,0.9533563371941124
rank30042,0.9534124374509134
rank30043,0.953574570465381
rank30044,0.953164048145639
rank30045,0.9527890144097595
rank30046,0.9515680792790252
rank30047,0.9515575667825085
rank30048,0.9514515241091244
rank30049,0.9501453951274592
rank30050,0.9500046114992504
rank30051,0.94988594601154
rank30052,0.9495966853507942
rank30053,0.9492779505250607
rank30054,0.94180792916116
rank30055,0.9506589326105095
rank30056,0.9536729804016957
rank30057,0.9556507121939741
rank30058,0.9570622250313164
rank30059,0.9580705538430789
rank30060,0.9578472752622064
rank30061,0.957745420731588
rank30062,0.9573916862571342
rank30063,0.9567999668051066
rank30064,0.9569027553960854
rank30065,0.9564724651217176
rank30066,0.9559161074388959
rank30067,0.9560620829059404
rank30068,0.9560942144851745
rank30069,0.9560452001147396
rank30070,0.956103704905627
rank30071,0.955929883080523
rank30072,0.9557077086535635
rank30073,0.9559168163165724
rank30074,0.9558565490298622
rank30075,0.9559605120000711
rank30076,0.9566490733041968
rank30077,0.9566358913641974
rank30078,0.9566817273476637
rank30079,0.9564873409575375
rank30080,0.956628038444177
rank30081,0.9565640510754692
rank30082,0.9563101512476851
rank30083,0.9560063806461185
rank30084,0.9562587381468521
rank30085,0.9562679712346609
rank30086,0.9560103488585562
rank30087,0.9557481291331091
rank30088,0.9553184804720368
rank30089,0.9551975197069522
rank30090,0.9549653472370876
rank30091,0.9546215531904235
rank30092,0.9543345416605975
rank30093,0.9540628223043254
rank30094,0.9538734526181945
rank30095,0.9538352306105419
rank30096,0.9534112478151967
rank30097,0.9530818465086502
rank30098,0.9527913781214786
rank30099,0.9525322601652515
rank30100,0.9519820323217945
rank30101,0.9517951277425816
rank30102,0.9517703501406234
rank30103,0.9513152892992917
rank30104,0.950949671929271
