id,CATEGORY,SENTIMENT,SCORE,ENTROPY
20000,0.03,0.96,0.01,0.0
20001,0.03,0.97,0.0,0.0
20002,0.04,0.0,0.0,0.96
20003,0.04,0.0,0.01,0.95
20004,0.04,0.0,0.02,0.94
20005,0.04,0.0,0.03,0.93
20006,0.04,0.0,0.04,0.92
20007,0.04,0.0,0.05,0.91
20008,0.04,0.0,0.06,0.9
20009,0.04,0.0,0.07,0.89
20010,0.04,0.0,0.08,0.88
20011,0.04,0.0,0.09,0.87
20012,0.04,0.0,0.1,0.86
20013,0.04,0.0,0.11,0.85
20014,0.04,0.0,0.12,0.84
20015,0.04,0.0,0.13,0.83
20016,0.04,0.0,0.14,0.82
20017,0.04,0.0,0.15,0.81
20018,0.04,0.0,0.16,0.8
20019,0.04,0.0,0.17,0.79
20020,0.04,0.0,0.18,0.78
20021,0.04,0.0,0.19,0.77
20022,0.04,0.0,0.2,0.76
20023,0.04,0.0,0.21,0.75
20024,0.04,0.0,0.22,0.74
20025,0.04,0.0,0.23,0.73
20026,0.04,0.0,0.24,0.72
20027,0.04,0.0,0.25,0.71
20028,0.04,0.0,0.26,0.7
20029,0.04,0.0,0.27,0.69
20030,0.04,0.0,0.28,0.68
20031,0.04,0.0,0.29,0.67
20032,0.04,0.0,0.3,0.66
20033,0.04,0.0,0.31,0.65
20034,0.04,0.0,0.32,0.64
20035,0.04,0.0,0.33,0.63
20036,0.04,0.0,0.34,0.62
20037,0.04,0.0,0.35,0.61
20038,0.04,0.0,0.36,0.6
20039,0.04,0.0,0.37,0.59
20040,0.04,0.0,0.38,0.58
20041,0.04,0.0,0.39,0.57
20042,0.04,0.0,0.4,0.56
20043,0.04,0.0,0.41,0.55
20044,0.04,0.0,0.42,0.54
20045,0.04,0.0,0.43,0.53
20046,0.04,0.0,0.44,0.52
20047,0.04,0.0,0.45,0.51
20048,0.04,0.0,0.46,0.5
20049,0.04,0.0,0.47,0.49
20050,0.04,0.0,0.48,0.48
20051,0.04,0.0,0.49,0.47
20052,0.04,0.0,0.5,0.46
20053,0.04,0.0,0.51,0.45
20054,0.04,0.0,0.52,0.44
20055,0.04,0.0,0.53,0.43
20056,0.04,0.0,0.54,0.42
20057,0.04,0.0,0.55,0.41
20058,0.04,0.0,0.56,0.4
20059,0.04,0.0,0.57,0.39
20060,0.04,0.0,0.58,0.38
20061,0.04,0.0,0.59,0.37
20062,0.04,0.0,0.6,0.36
20063,0.04,0.0,0.61,0.35
20064,0.04,0.0,0.62,0.34
20065,0.04,0.0,0.63,0.33
20066,0.04,0.0,0.64,0.32
20067,0.04,0.0,0.65,0.31
20068,0.04,0.0,0.66,0.3
20069,0.04,0.0,0.67,0.29
20070,0.04,0.0,0.68,0.28
20071,0.04,0.0,0.69,0.27
20072,0.04,0.0,0.7,0.26
20073,0.04,0.0,0.71,0.25
20074,0.04,0.0,0.72,0.24
20075,0.04,0.0,0.73,0.23
20076,0.04,0.0,0.74,0.22
20077,0.04,0.0,0.75,0.21
20078,0.04,0.0,0.76,0.2
20079,0.04,0.0,0.77,0.19
20080,0.04,0.0,0.78,0.18
20081,0.04,0.0,0.79,0.17
20082,0.04,0.0,0.8,0.16
20083,0.04,0.0,0.81,0.15
20084,0.04,0.0,0.82,0.14
20085,0.04,0.0,0.83,0.13
20086,0.04,0.0,0.84,0.12
20087,0.04,0.0,0.85,0.11
20088,0.04,0.0,0.86,0.1
20089,0.04,0.0,0.87,0.09
20090,0.04,0.0,0.88,0.08
20091,0.04,0.0,0.89,0.07
20092,0.04,0.0,0.9,0.06
20093,0.04,0.0,0.91,0.05
20094,0.04,0.0,0.92,0.04
20095,0.04,0.0,0.93,0.03
20096,0.04,0.0,0.94,0.02
20097,0.04,0.0,0.95,0.01
20098,0.04,0.0,0.96,0.0
