id,CATEGORY,SENTIMENT,SCORE,ENTROPY
100069,0.24,0.39,0.35,0.02
100070,0.24,0.39,0.36,0.01
100071,0.24,0.39,0.37,0.0
100072,0.24,0.4,0.0,0.36
100073,0.24,0.4,0.01,0.35
100074,0.24,0.4,0.02,0.34
100075,0.24,0.4,0.03,0.33
100076,0.24,0.4,0.04,0.32
100077,0.24,0.4,0.05,0.31
100078,0.24,0.4,0.06,0.3
100079,0.24,0.4,0.07,0.29
100080,0.24,0.4,0.08,0.28
100081,0.24,0.4,0.09,0.27
100082,0.24,0.4,0.1,0.26
100083,0.24,0.4,0.11,0.25
100084,0.24,0.4,0.12,0.24
100085,0.24,0.4,0.13,0.23
100086,0.24,0.4,0.14,0.22
100087,0.24,0.4,0.15,0.21
100088,0.24,0.4,0.16,0.2
100089,0.24,0.4,0.17,0.19
100090,0.24,0.4,0.18,0.18
100091,0.24,0.4,0.19,0.17
100092,0.24,0.4,0.2,0.16
100093,0.24,0.4,0.21,0.15
100094,0.24,0.4,0.22,0.14
100095,0.24,0.4,0.23,0.13
100096,0.24,0.4,0.24,0.12
100097,0.24,0.4,0.25,0.11
100098,0.24,0.4,0.26,0.1
100099,0.24,0.4,0.27,0.09
100100,0.24,0.4,0.28,0.08
100101,0.24,0.4,0.29,0.07
100102,0.24,0.4,0.3,0.06
100103,0.24,0.4,0.31,0.05
100104,0.24,0.4,0.32,0.04
100105,0.24,0.4,0.33,0.03
100106,0.24,0.4,0.34,0.02
100107,0.24,0.4,0.35,0.01
100108,0.24,0.4,0.36,0.0
100109,0.24,0.41,0.0,0.35
100110,0.24,0.41,0.01,0.34
100111,0.24,0.41,0.02,0.33
100112,0.24,0.41,0.03,0.32
100113,0.24,0.41,0.04,0.31
100114,0.24,0.41,0.05,0.3
100115,0.24,0.41,0.06,0.29
100116,0.24,0.41,0.07,0.28
100117,0.24,0.41,0.08,0.27
100118,0.24,0.41,0.09,0.26
100119,0.24,0.41,0.1,0.25
100120,0.24,0.41,0.11,0.24
100121,0.24,0.41,0.12,0.23
100122,0.24,0.41,0.13,0.22
100123,0.24,0.41,0.14,0.21
100124,0.24,0.41,0.15,0.2
100125,0.24,0.41,0.16,0.19
100126,0.24,0.41,0.17,0.18
100127,0.24,0.41,0.18,0.17
100128,0.24,0.41,0.19,0.16
100129,0.24,0.41,0.2,0.15
100130,0.24,0.41,0.21,0.14
100131,0.24,0.41,0.22,0.13
100132,0.24,0.41,0.23,0.12
100133,0.24,0.41,0.24,0.11
100134,0.24,0.41,0.25,0.1
100135,0.24,0.41,0.26,0.09
100136,0.24,0.41,0.27,0.08
100137,0.24,0.41,0.28,0.07
100138,0.24,0.41,0.29,0.06
100139,0.24,0.41,0.3,0.05
100140,0.24,0.41,0.31,0.04
100141,0.24,0.41,0.32,0.03
100142,0.24,0.41,0.33,0.02
100143,0.24,0.41,0.34,0.01
100144,0.24,0.41,0.35,0.0
100145,0.24,0.42,0.0,0.34
100146,0.24,0.42,0.01,0.33
100147,0.24,0.42,0.02,0.32
100148,0.24,0.42,0.03,0.31
100149,0.24,0.42,0.04,0.3
100150,0.24,0.42,0.05,0.29
100151,0.24,0.42,0.06,0.28
100152,0.24,0.42,0.07,0.27
100153,0.24,0.42,0.08,0.26
100154,0.24,0.42,0.09,0.25
100155,0.24,0.42,0.1,0.24
100156,0.24,0.42,0.11,0.23
100157,0.24,0.42,0.12,0.22
100158,0.24,0.42,0.13,0.21
100159,0.24,0.42,0.14,0.2
100160,0.24,0.42,0.15,0.19
100161,0.24,0.42,0.16,0.18
100162,0.24,0.42,0.17,0.17
100163,0.24,0.42,0.18,0.16
100164,0.24,0.42,0.19,0.15
100165,0.24,0.42,0.2,0.14
100166,0.24,0.42,0.21,0.13
100167,0.24,0.42,0.22,0.12
100168,0.24,0.42,0.23,0.11
100169,0.24,0.42,0.24,0.1
100170,0.24,0.42,0.25,0.09
100171,0.24,0.42,0.26,0.08
100172,0.24,0.42,0.27,0.07
100173,0.24,0.42,0.28,0.06
100174,0.24,0.42,0.29,0.05
100175,0.24,0.42,0.3,0.04
100176,0.24,0.42,0.31,0.03
100177,0.24,0.42,0.32,0.02
100178,0.24,0.42,0.33,0.01
100179,0.24,0.42,0.34,0.0
100180,0.24,0.43,0.0,0.33
100181,0.24,0.43,0.01,0.32
100182,0.24,0.43,0.02,0.31
100183,0.24,0.43,0.03,0.3
100184,0.24,0.43,0.04,0.29
100185,0.24,0.43,0.05,0.28
100186,0.24,0.43,0.06,0.27
100187,0.24,0.43,0.07,0.26
100188,0.24,0.43,0.08,0.25
100189,0.24,0.43,0.09,0.24
100190,0.24,0.43,0.1,0.23
100191,0.24,0.43,0.11,0.22
100192,0.24,0.43,0.12,0.21
100193,0.24,0.43,0.13,0.2
100194,0.24,0.43,0.14,0.19
100195,0.24,0.43,0.15,0.18
100196,0.24,0.43,0.16,0.17
100197,0.24,0.43,0.17,0.16
100198,0.24,0.43,0.18,0.15
100199,0.24,0.43,0.19,0.14
100200,0.24,0.43,0.2,0.13
100201,0.24,0.43,0.21,0.12
100202,0.24,0.43,0.22,0.11
100203,0.24,0.43,0.23,0.1
100204,0.24,0.43,0.24,0.09
100205,0.24,0.43,0.25,0.08
100206,0.24,0.43,0.26,0.07
100207,0.24,0.43,0.27,0.06
100208,0.24,0.43,0.28,0.05
100209,0.24,0.43,0.29,0.04
100210,0.24,0.43,0.3,0.03
100211,0.24,0.43,0.31,0.02
100212,0.24,0.43,0.32,0.01
100213,0.24,0.43,0.33,0.0
100214,0.24,0.44,0.0,0.32
100215,0.24,0.44,0.01,0.31
100216,0.24,0.44,0.02,0.3
100217,0.24,0.44,0.03,0.29
100218,0.24,0.44,0.04,0.28
100219,0.24,0.44,0.05,0.27
100220,0.24,0.44,0.06,0.26
100221,0.24,0.44,0.07,0.25
100222,0.24,0.44,0.08,0.24
100223,0.24,0.44,0.09,0.23
100224,0.24,0.44,0.1,0.22
100225,0.24,0.44,0.11,0.21
100226,0.24,0.44,0.12,0.2
100227,0.24,0.44,0.13,0.19
100228,0.24,0.44,0.14,0.18
100229,0.24,0.44,0.15,0.17
100230,0.24,0.44,0.16,0.16
100231,0.24,0.44,0.17,0.15
100232,0.24,0.44,0.18,0.14
100233,0.24,0.44,0.19,0.13
100234,0.24,0.44,0.2,0.12
100235,0.24,0.44,0.21,0.11
100236,0.24,0.44,0.22,0.1
100237,0.24,0.44,0.23,0.09
100238,0.24,0.44,0.24,0.08
100239,0.24,0.44,0.25,0.07
100240,0.24,0.44,0.26,0.06
100241,0.24,0.44,0.27,0.05
100242,0.24,0.44,0.28,0.04
100243,0.24,0.44,0.29,0.03
100244,0.24,0.44,0.3,0.02
100245,0.24,0.44,0.31,0.01
100246,0.24,0.44,0.32,0.0
100247,0.24,0.45,0.0,0.31
100248,0.24,0.45,0.01,0.3
100249,0.24,0.45,0.02,0.29
100250,0.24,0.45,0.03,0.28
100251,0.24,0.45,0.04,0.27
100252,0.24,0.45,0.05,0.26
100253,0.24,0.45,0.06,0.25
100254,0.24,0.45,0.07,0.24
100255,0.24,0.45,0.08,0.23
100256,0.24,0.45,0.09,0.22
100257,0.24,0.45,0.1,0.21
100258,0.24,0.45,0.11,0.2
100259,0.24,0.45,0.12,0.19
100260,0.24,0.45,0.13,0.18
100261,0.24,0.45,0.14,0.17
100262,0.24,0.45,0.15,0.16
100263,0.24,0.45,0.16,0.15
100264,0.24,0.45,0.17,0.14
100265,0.24,0.45,0.18,0.13
100266,0.24,0.45,0.19,0.12
100267,0.24,0.45,0.2,0.11
100268,0.24,0.45,0.21,0.1
100269,0.24,0.45,0.22,0.09
100270,0.24,0.45,0.23,0.08
100271,0.24,0.45,0.24,0.07
100272,0.24,0.45,0.25,0.06
100273,0.24,0.45,0.26,0.05
100274,0.24,0.45,0.27,0.04
100275,0.24,0.45,0.28,0.03
100276,0.24,0.45,0.29,0.02
100277,0.24,0.45,0.3,0.01
100278,0.24,0.45,0.31,0.0
100279,0.24,0.46,0.0,0.3
100280,0.24,0.46,0.01,0.29
100281,0.24,0.46,0.02,0.28
100282,0.24,0.46,0.03,0.27
100283,0.24,0.46,0.04,0.26
100284,0.24,0.46,0.05,0.25
100285,0.24,0.46,0.06,0.24
100286,0.24,0.46,0.07,0.23
100287,0.24,0.46,0.08,0.22
100288,0.24,0.46,0.09,0.21
100289,0.24,0.46,0.1,0.2
100290,0.24,0.46,0.11,0.19
100291,0.24,0.46,0.12,0.18
100292,0.24,0.46,0.13,0.17
100293,0.24,0.46,0.14,0.16
100294,0.24,0.46,0.15,0.15
100295,0.24,0.46,0.16,0.14
100296,0.24,0.46,0.17,0.13
100297,0.24,0.46,0.18,0.12
100298,0.24,0.46,0.19,0.11
100299,0.24,0.46,0.2,0.1
100300,0.24,0.46,0.21,0.09
100301,0.24,0.46,0.22,0.08
100302,0.24,0.46,0.23,0.07
100303,0.24,0.46,0.24,0.06
100304,0.24,0.46,0.25,0.05
100305,0.24,0.46,0.26,0.04
100306,0.24,0.46,0.27,0.03
100307,0.24,0.46,0.28,0.02
100308,0.24,0.46,0.29,0.01
100309,0.24,0.46,0.3,0.0
100310,0.24,0.47,0.0,0.29
100311,0.24,0.47,0.01,0.28
100312,0.24,0.47,0.02,0.27
100313,0.24,0.47,0.03,0.26
100314,0.24,0.47,0.04,0.25
100315,0.24,0.47,0.05,0.24
100316,0.24,0.47,0.06,0.23
100317,0.24,0.47,0.07,0.22
100318,0.24,0.47,0.08,0.21
100319,0.24,0.47,0.09,0.2
100320,0.24,0.47,0.1,0.19
100321,0.24,0.47,0.11,0.18
100322,0.24,0.47,0.12,0.17
100323,0.24,0.47,0.13,0.16
100324,0.24,0.47,0.14,0.15
100325,0.24,0.47,0.15,0.14
100326,0.24,0.47,0.16,0.13
100327,0.24,0.47,0.17,0.12
100328,0.24,0.47,0.18,0.11
100329,0.24,0.47,0.19,0.1
100330,0.24,0.47,0.2,0.09
100331,0.24,0.47,0.21,0.08
100332,0.24,0.47,0.22,0.07
100333,0.24,0.47,0.23,0.06
100334,0.24,0.47,0.24,0.05
100335,0.24,0.47,0.25,0.04
100336,0.24,0.47,0.26,0.03
100337,0.24,0.47,0.27,0.02
100338,0.24,0.47,0.28,0.01
100339,0.24,0.47,0.29,0.0
100340,0.24,0.48,0.0,0.28
100341,0.24,0.48,0.01,0.27
100342,0.24,0.48,0.02,0.26
100343,0.24,0.48,0.03,0.25
100344,0.24,0.48,0.04,0.24
100345,0.24,0.48,0.05,0.23
100346,0.24,0.48,0.06,0.22
100347,0.24,0.48,0.07,0.21
100348,0.24,0.48,0.08,0.2
100349,0.24,0.48,0.09,0.19
100350,0.24,0.48,0.1,0.18
100351,0.24,0.48,0.11,0.17
100352,0.24,0.48,0.12,0.16
100353,0.24,0.48,0.13,0.15
100354,0.24,0.48,0.14,0.14
100355,0.24,0.48,0.15,0.13
100356,0.24,0.48,0.16,0.12
100357,0.24,0.48,0.17,0.11
100358,0.24,0.48,0.18,0.1
100359,0.24,0.48,0.19,0.09
100360,0.24,0.48,0.2,0.08
100361,0.24,0.48,0.21,0.07
100362,0.24,0.48,0.22,0.06
100363,0.24,0.48,0.23,0.05
100364,0.24,0.48,0.24,0.04
100365,0.24,0.48,0.25,0.03
100366,0.24,0.48,0.26,0.02
100367,0.24,0.48,0.27,0.01
100368,0.24,0.48,0.28,0.0
100369,0.24,0.49,0.0,0.27
100370,0.24,0.49,0.01,0.26
100371,0.24,0.49,0.02,0.25
100372,0.24,0.49,0.03,0.24
100373,0.24,0.49,0.04,0.23
100374,0.24,0.49,0.05,0.22
100375,0.24,0.49,0.06,0.21
100376,0.24,0.49,0.07,0.2
100377,0.24,0.49,0.08,0.19
100378,0.24,0.49,0.09,0.18
100379,0.24,0.49,0.1,0.17
100380,0.24,0.49,0.11,0.16
100381,0.24,0.49,0.12,0.15
100382,0.24,0.49,0.13,0.14
100383,0.24,0.49,0.14,0.13
100384,0.24,0.49,0.15,0.12
100385,0.24,0.49,0.16,0.11
100386,0.24,0.49,0.17,0.1
100387,0.24,0.49,0.18,0.09
100388,0.24,0.49,0.19,0.08
100389,0.24,0.49,0.2,0.07
100390,0.24,0.49,0.21,0.06
100391,0.24,0.49,0.22,0.05
100392,0.24,0.49,0.23,0.04
100393,0.24,0.49,0.24,0.03
100394,0.24,0.49,0.25,0.02
100395,0.24,0.49,0.26,0.01
100396,0.24,0.49,0.27,0.0
100397,0.24,0.5,0.0,0.26
100398,0.24,0.5,0.01,0.25
100399,0.24,0.5,0.02,0.24
100400,0.24,0.5,0.03,0.23
100401,0.24,0.5,0.04,0.22
100402,0.24,0.5,0.05,0.21
100403,0.24,0.5,0.06,0.2
100404,0.24,0.5,0.07,0.19
100405,0.24,0.5,0.08,0.18
100406,0.24,0.5,0.09,0.17
100407,0.24,0.5,0.1,0.16
100408,0.24,0.5,0.11,0.15
100409,0.24,0.5,0.12,0.14
100410,0.24,0.5,0.13,0.13
100411,0.24,0.5,0.14,0.12
100412,0.24,0.5,0.15,0.11
100413,0.24,0.5,0.16,0.1
100414,0.24,0.5,0.17,0.09
100415,0.24,0.5,0.18,0.08
100416,0.24,0.5,0.19,0.07
100417,0.24,0.5,0.2,0.06
100418,0.24,0.5,0.21,0.05
100419,0.24,0.5,0.22,0.04
100420,0.24,0.5,0.23,0.03
100421,0.24,0.5,0.24,0.02
100422,0.24,0.5,0.25,0.01
100423,0.24,0.5,0.26,0.0
100424,0.24,0.51,0.0,0.25
100425,0.24,0.51,0.01,0.24
100426,0.24,0.51,0.02,0.23
100427,0.24,0.51,0.03,0.22
100428,0.24,0.51,0.04,0.21
100429,0.24,0.51,0.05,0.2
100430,0.24,0.51,0.06,0.19
100431,0.24,0.51,0.07,0.18
100432,0.24,0.51,0.08,0.17
100433,0.24,0.51,0.09,0.16
100434,0.24,0.51,0.1,0.15
100435,0.24,0.51,0.11,0.14
100436,0.24,0.51,0.12,0.13
100437,0.24,0.51,0.13,0.12
100438,0.24,0.51,0.14,0.11
100439,0.24,0.51,0.15,0.1
100440,0.24,0.51,0.16,0.09
100441,0.24,0.51,0.17,0.08
100442,0.24,0.51,0.18,0.07
100443,0.24,0.51,0.19,0.06
100444,0.24,0.51,0.2,0.05
100445,0.24,0.51,0.21,0.04
100446,0.24,0.51,0.22,0.03
100447,0.24,0.51,0.23,0.02
100448,0.24,0.51,0.24,0.01
100449,0.24,0.51,0.25,0.0
100450,0.24,0.52,0.0,0.24
100451,0.24,0.52,0.01,0.23
100452,0.24,0.52,0.02,0.22
100453,0.24,0.52,0.03,0.21
100454,0.24,0.52,0.04,0.2
100455,0.24,0.52,0.05,0.19
100456,0.24,0.52,0.06,0.18
100457,0.24,0.52,0.07,0.17
100458,0.24,0.52,0.08,0.16
100459,0.24,0.52,0.09,0.15
100460,0.24,0.52,0.1,0.14
100461,0.24,0.52,0.11,0.13
100462,0.24,0.52,0.12,0.12
100463,0.24,0.52,0.13,0.11
100464,0.24,0.52,0.14,0.1
100465,0.24,0.52,0.15,0.09
100466,0.24,0.52,0.16,0.08
100467,0.24,0.52,0.17,0.07
100468,0.24,0.52,0.18,0.06
100469,0.24,0.52,0.19,0.05
100470,0.24,0.52,0.2,0.04
100471,0.24,0.52,0.21,0.03
100472,0.24,0.52,0.22,0.02
100473,0.24,0.52,0.23,0.01
100474,0.24,0.52,0.24,0.0
100475,0.24,0.53,0.0,0.23
100476,0.24,0.53,0.01,0.22
100477,0.24,0.53,0.02,0.21
100478,0.24,0.53,0.03,0.2
100479,0.24,0.53,0.04,0.19
100480,0.24,0.53,0.05,0.18
100481,0.24,0.53,0.06,0.17
100482,0.24,0.53,0.07,0.16
100483,0.24,0.53,0.08,0.15
100484,0.24,0.53,0.09,0.14
100485,0.24,0.53,0.1,0.13
100486,0.24,0.53,0.11,0.12
100487,0.24,0.53,0.12,0.11
100488,0.24,0.53,0.13,0.1
100489,0.24,0.53,0.14,0.09
100490,0.24,0.53,0.15,0.08
100491,0.24,0.53,0.16,0.07
100492,0.24,0.53,0.17,0.06
100493,0.24,0.53,0.18,0.05
100494,0.24,0.53,0.19,0.04
100495,0.24,0.53,0.2,0.03
100496,0.24,0.53,0.21,0.02
100497,0.24,0.53,0.22,0.01
100498,0.24,0.53,0.23,0.0
100499,0.24,0.54,0.0,0.22
100500,0.24,0.54,0.01,0.21
100501,0.24,0.54,0.02,0.2
100502,0.24,0.54,0.03,0.19
100503,0.24,0.54,0.04,0.18
100504,0.24,0.54,0.05,0.17
100505,0.24,0.54,0.06,0.16
100506,0.24,0.54,0.07,0.15
100507,0.24,0.54,0.08,0.14
100508,0.24,0.54,0.09,0.13
100509,0.24,0.54,0.1,0.12
100510,0.24,0.54,0.11,0.11
100511,0.24,0.54,0.12,0.1
100512,0.24,0.54,0.13,0.09
100513,0.24,0.54,0.14,0.08
100514,0.24,0.54,0.15,0.07
100515,0.24,0.54,0.16,0.06
100516,0.24,0.54,0.17,0.05
100517,0.24,0.54,0.18,0.04
100518,0.24,0.54,0.19,0.03
100519,0.24,0.54,0.2,0.02
100520,0.24,0.54,0.21,0.01
100521,0.24,0.54,0.22,0.0
100522,0.24,0.55,0.0,0.21
100523,0.24,0.55,0.01,0.2
100524,0.24,0.55,0.02,0.19
100525,0.24,0.55,0.03,0.18
100526,0.24,0.55,0.04,0.17
100527,0.24,0.55,0.05,0.16
100528,0.24,0.55,0.06,0.15
100529,0.24,0.55,0.07,0.14
100530,0.24,0.55,0.08,0.13
100531,0.24,0.55,0.09,0.12
100532,0.24,0.55,0.1,0.11
100533,0.24,0.55,0.11,0.1
100534,0.24,0.55,0.12,0.09
100535,0.24,0.55,0.13,0.08
100536,0.24,0.55,0.14,0.07
100537,0.24,0.55,0.15,0.06
100538,0.24,0.55,0.16,0.05
100539,0.24,0.55,0.17,0.04
100540,0.24,0.55,0.18,0.03
100541,0.24,0.55,0.19,0.02
100542,0.24,0.55,0.2,0.01
100543,0.24,0.55,0.21,0.0
100544,0.24,0.56,0.0,0.2
100545,0.24,0.56,0.01,0.19
100546,0.24,0.56,0.02,0.18
100547,0.24,0.56,0.03,0.17
100548,0.24,0.56,0.04,0.16
100549,0.24,0.56,0.05,0.15
100550,0.24,0.56,0.06,0.14
100551,0.24,0.56,0.07,0.13
100552,0.24,0.56,0.08,0.12
100553,0.24,0.56,0.09,0.11
100554,0.24,0.56,0.1,0.1
100555,0.24,0.56,0.11,0.09
100556,0.24,0.56,0.12,0.08
100557,0.24,0.56,0.13,0.07
100558,0.24,0.56,0.14,0.06
100559,0.24,0.56,0.15,0.05
100560,0.24,0.56,0.16,0.04
100561,0.24,0.56,0.17,0.03
100562,0.24,0.56,0.18,0.02
100563,0.24,0.56,0.19,0.01
100564,0.24,0.56,0.2,0.0
100565,0.24,0.57,0.0,0.19
100566,0.24,0.57,0.01,0.18
100567,0.24,0.57,0.02,0.17
100568,0.24,0.57,0.03,0.16
100569,0.24,0.57,0.04,0.15
100570,0.24,0.57,0.05,0.14
100571,0.24,0.57,0.06,0.13
100572,0.24,0.57,0.07,0.12
100573,0.24,0.57,0.08,0.11
100574,0.24,0.57,0.09,0.1
100575,0.24,0.57,0.1,0.09
100576,0.24,0.57,0.11,0.08
100577,0.24,0.57,0.12,0.07
100578,0.24,0.57,0.13,0.06
100579,0.24,0.57,0.14,0.05
100580,0.24,0.57,0.15,0.04
100581,0.24,0.57,0.16,0.03
100582,0.24,0.57,0.17,0.02
100583,0.24,0.57,0.18,0.01
100584,0.24,0.57,0.19,0.0
100585,0.24,0.58,0.0,0.18
100586,0.24,0.58,0.01,0.17
100587,0.24,0.58,0.02,0.16
100588,0.24,0.58,0.03,0.15
100589,0.24,0.58,0.04,0.14
100590,0.24,0.58,0.05,0.13
100591,0.24,0.58,0.06,0.12
100592,0.24,0.58,0.07,0.11
100593,0.24,0.58,0.08,0.1
100594,0.24,0.58,0.09,0.09
100595,0.24,0.58,0.1,0.08
100596,0.24,0.58,0.11,0.07
100597,0.24,0.58,0.12,0.06
100598,0.24,0.58,0.13,0.05
100599,0.24,0.58,0.14,0.04
100600,0.24,0.58,0.15,0.03
100601,0.24,0.58,0.16,0.02
100602,0.24,0.58,0.17,0.01
100603,0.24,0.58,0.18,0.0
100604,0.24,0.59,0.0,0.17
100605,0.24,0.59,0.01,0.16
100606,0.24,0.59,0.02,0.15
100607,0.24,0.59,0.03,0.14
100608,0.24,0.59,0.04,0.13
100609,0.24,0.59,0.05,0.12
100610,0.24,0.59,0.06,0.11
100611,0.24,0.59,0.07,0.1
100612,0.24,0.59,0.08,0.09
100613,0.24,0.59,0.09,0.08
100614,0.24,0.59,0.1,0.07
100615,0.24,0.59,0.11,0.06
100616,0.24,0.59,0.12,0.05
100617,0.24,0.59,0.13,0.04
100618,0.24,0.59,0.14,0.03
100619,0.24,0.59,0.15,0.02
100620,0.24,0.59,0.16,0.01
100621,0.24,0.59,0.17,0.0
100622,0.24,0.6,0.0,0.16
100623,0.24,0.6,0.01,0.15
100624,0.24,0.6,0.02,0.14
100625,0.24,0.6,0.03,0.13
100626,0.24,0.6,0.04,0.12
100627,0.24,0.6,0.05,0.11
100628,0.24,0.6,0.06,0.1
100629,0.24,0.6,0.07,0.09
100630,0.24,0.6,0.08,0.08
100631,0.24,0.6,0.09,0.07
100632,0.24,0.6,0.1,0.06
100633,0.24,0.6,0.11,0.05
100634,0.24,0.6,0.12,0.04
100635,0.24,0.6,0.13,0.03
100636,0.24,0.6,0.14,0.02
100637,0.24,0.6,0.15,0.01
100638,0.24,0.6,0.16,0.0
100639,0.24,0.61,0.0,0.15
100640,0.24,0.61,0.01,0.14
100641,0.24,0.61,0.02,0.13
100642,0.24,0.61,0.03,0.12
100643,0.24,0.61,0.04,0.11
100644,0.24,0.61,0.05,0.1
100645,0.24,0.61,0.06,0.09
100646,0.24,0.61,0.07,0.08
100647,0.24,0.61,0.08,0.07
100648,0.24,0.61,0.09,0.06
100649,0.24,0.61,0.1,0.05
100650,0.24,0.61,0.11,0.04
100651,0.24,0.61,0.12,0.03
100652,0.24,0.61,0.13,0.02
100653,0.24,0.61,0.14,0.01
100654,0.24,0.61,0.15,0.0
100655,0.24,0.62,0.0,0.14
100656,0.24,0.62,0.01,0.13
100657,0.24,0.62,0.02,0.12
100658,0.24,0.62,0.03,0.11
100659,0.24,0.62,0.04,0.1
100660,0.24,0.62,0.05,0.09
100661,0.24,0.62,0.06,0.08
100662,0.24,0.62,0.07,0.07
100663,0.24,0.62,0.08,0.06
100664,0.24,0.62,0.09,0.05
100665,0.24,0.62,0.1,0.04
100666,0.24,0.62,0.11,0.03
100667,0.24,0.62,0.12,0.02
100668,0.24,0.62,0.13,0.01
100669,0.24,0.62,0.14,0.0
100670,0.24,0.63,0.0,0.13
100671,0.24,0.63,0.01,0.12
100672,0.24,0.63,0.02,0.11
100673,0.24,0.63,0.03,0.1
100674,0.24,0.63,0.04,0.09
100675,0.24,0.63,0.05,0.08
100676,0.24,0.63,0.06,0.07
100677,0.24,0.63,0.07,0.06
100678,0.24,0.63,0.08,0.05
100679,0.24,0.63,0.09,0.04
100680,0.24,0.63,0.1,0.03
100681,0.24,0.63,0.11,0.02
100682,0.24,0.63,0.12,0.01
100683,0.24,0.63,0.13,0.0
100684,0.24,0.64,0.0,0.12
100685,0.24,0.64,0.01,0.11
100686,0.24,0.64,0.02,0.1
100687,0.24,0.64,0.03,0.09
100688,0.24,0.64,0.04,0.08
100689,0.24,0.64,0.05,0.07
100690,0.24,0.64,0.06,0.06
100691,0.24,0.64,0.07,0.05
100692,0.24,0.64,0.08,0.04
100693,0.24,0.64,0.09,0.03
100694,0.24,0.64,0.1,0.02
100695,0.24,0.64,0.11,0.01
100696,0.24,0.64,0.12,0.0
100697,0.24,0.65,0.0,0.11
100698,0.24,0.65,0.01,0.1
100699,0.24,0.65,0.02,0.09
100700,0.24,0.65,0.03,0.08
100701,0.24,0.65,0.04,0.07
100702,0.24,0.65,0.05,0.06
100703,0.24,0.65,0.06,0.05
100704,0.24,0.65,0.07,0.04
100705,0.24,0.65,0.08,0.03
100706,0.24,0.65,0.09,0.02
100707,0.24,0.65,0.1,0.01
100708,0.24,0.65,0.11,0.0
100709,0.24,0.66,0.0,0.1
100710,0.24,0.66,0.01,0.09
100711,0.24,0.66,0.02,0.08
100712,0.24,0.66,0.03,0.07
100713,0.24,0.66,0.04,0.06
100714,0.24,0.66,0.05,0.05
100715,0.24,0.66,0.06,0.04
100716,0.24,0.66,0.07,0.03
100717,0.24,0.66,0.08,0.02
100718,0.24,0.66,0.09,0.01
100719,0.24,0.66,0.1,0.0
100720,0.24,0.67,0.0,0.09
100721,0.24,0.67,0.01,0.08
100722,0.24,0.67,0.02,0.07
100723,0.24,0.67,0.03,0.06
100724,0.24,0.67,0.04,0.05
100725,0.24,0.67,0.05,0.04
100726,0.24,0.67,0.06,0.03
100727,0.24,0.67,0.07,0.02
100728,0.24,0.67,0.08,0.01
100729,0.24,0.67,0.09,0.0
100730,0.24,0.68,0.0,0.08
100731,0.24,0.68,0.01,0.07
100732,0.24,0.68,0.02,0.06
