id,CATEGORY,SENTIMENT,SCORE,ENTROPY
150387,0.47,0.33,0.02,0.18
150388,0.47,0.33,0.03,0.17
150389,0.47,0.33,0.04,0.16
150390,0.47,0.33,0.05,0.15
150391,0.47,0.33,0.06,0.14
150392,0.47,0.33,0.07,0.13
150393,0.47,0.33,0.08,0.12
150394,0.47,0.33,0.09,0.11
150395,0.47,0.33,0.1,0.1
150396,0.47,0.33,0.11,0.09
150397,0.47,0.33,0.12,0.08
150398,0.47,0.33,0.13,0.07
150399,0.47,0.33,0.14,0.06
150400,0.47,0.33,0.15,0.05
150401,0.47,0.33,0.16,0.04
150402,0.47,0.33,0.17,0.03
150403,0.47,0.33,0.18,0.02
150404,0.47,0.33,0.19,0.01
150405,0.47,0.33,0.2,0.0
150406,0.47,0.34,0.0,0.19
150407,0.47,0.34,0.01,0.18
150408,0.47,0.34,0.02,0.17
150409,0.47,0.34,0.03,0.16
150410,0.47,0.34,0.04,0.15
150411,0.47,0.34,0.05,0.14
150412,0.47,0.34,0.06,0.13
150413,0.47,0.34,0.07,0.12
150414,0.47,0.34,0.08,0.11
150415,0.47,0.34,0.09,0.1
150416,0.47,0.34,0.1,0.09
150417,0.47,0.34,0.11,0.08
150418,0.47,0.34,0.12,0.07
150419,0.47,0.34,0.13,0.06
150420,0.47,0.34,0.14,0.05
150421,0.47,0.34,0.15,0.04
150422,0.47,0.34,0.16,0.03
150423,0.47,0.34,0.17,0.02
150424,0.47,0.34,0.18,0.01
150425,0.47,0.34,0.19,0.0
150426,0.47,0.35,0.0,0.18
150427,0.47,0.35,0.01,0.17
150428,0.47,0.35,0.02,0.16
150429,0.47,0.35,0.03,0.15
150430,0.47,0.35,0.04,0.14
150431,0.47,0.35,0.05,0.13
150432,0.47,0.35,0.06,0.12
150433,0.47,0.35,0.07,0.11
150434,0.47,0.35,0.08,0.1
150435,0.47,0.35,0.09,0.09
150436,0.47,0.35,0.1,0.08
150437,0.47,0.35,0.11,0.07
150438,0.47,0.35,0.12,0.06
150439,0.47,0.35,0.13,0.05
150440,0.47,0.35,0.14,0.04
150441,0.47,0.35,0.15,0.03
150442,0.47,0.35,0.16,0.02
150443,0.47,0.35,0.17,0.01
150444,0.47,0.35,0.18,0.0
150445,0.47,0.36,0.0,0.17
150446,0.47,0.36,0.01,0.16
150447,0.47,0.36,0.02,0.15
150448,0.47,0.36,0.03,0.14
150449,0.47,0.36,0.04,0.13
150450,0.47,0.36,0.05,0.12
150451,0.47,0.36,0.06,0.11
150452,0.47,0.36,0.07,0.1
150453,0.47,0.36,0.08,0.09
150454,0.47,0.36,0.09,0.08
150455,0.47,0.36,0.1,0.07
150456,0.47,0.36,0.11,0.06
150457,0.47,0.36,0.12,0.05
150458,0.47,0.36,0.13,0.04
150459,0.47,0.36,0.14,0.03
150460,0.47,0.36,0.15,0.02
150461,0.47,0.36,0.16,0.01
150462,0.47,0.36,0.17,0.0
150463,0.47,0.37,0.0,0.16
150464,0.47,0.37,0.01,0.15
150465,0.47,0.37,0.02,0.14
150466,0.47,0.37,0.03,0.13
150467,0.47,0.37,0.04,0.12
150468,0.47,0.37,0.05,0.11
150469,0.47,0.37,0.06,0.1
150470,0.47,0.37,0.07,0.09
150471,0.47,0.37,0.08,0.08
150472,0.47,0.37,0.09,0.07
150473,0.47,0.37,0.1,0.06
150474,0.47,0.37,0.11,0.05
150475,0.47,0.37,0.12,0.04
150476,0.47,0.37,0.13,0.03
150477,0.47,0.37,0.14,0.02
150478,0.47,0.37,0.15,0.01
150479,0.47,0.37,0.16,0.0
150480,0.47,0.38,0.0,0.15
150481,0.47,0.38,0.01,0.14
150482,0.47,0.38,0.02,0.13
150483,0.47,0.38,0.03,0.12
150484,0.47,0.38,0.04,0.11
150485,0.47,0.38,0.05,0.1
150486,0.47,0.38,0.06,0.09
150487,0.47,0.38,0.07,0.08
150488,0.47,0.38,0.08,0.07
150489,0.47,0.38,0.09,0.06
150490,0.47,0.38,0.1,0.05
150491,0.47,0.38,0.11,0.04
150492,0.47,0.38,0.12,0.03
150493,0.47,0.38,0.13,0.02
150494,0.47,0.38,0.14,0.01
150495,0.47,0.38,0.15,0.0
150496,0.47,0.39,0.0,0.14
150497,0.47,0.39,0.01,0.13
150498,0.47,0.39,0.02,0.12
150499,0.47,0.39,0.03,0.11
150500,0.47,0.39,0.04,0.1
150501,0.47,0.39,0.05,0.09
150502,0.47,0.39,0.06,0.08
150503,0.47,0.39,0.07,0.07
150504,0.47,0.39,0.08,0.06
150505,0.47,0.39,0.09,0.05
150506,0.47,0.39,0.1,0.04
150507,0.47,0.39,0.11,0.03
150508,0.47,0.39,0.12,0.02
150509,0.47,0.39,0.13,0.01
150510,0.47,0.39,0.14,0.0
150511,0.47,0.4,0.0,0.13
150512,0.47,0.4,0.01,0.12
150513,0.47,0.4,0.02,0.11
150514,0.47,0.4,0.03,0.1
150515,0.47,0.4,0.04,0.09
150516,0.47,0.4,0.05,0.08
150517,0.47,0.4,0.06,0.07
150518,0.47,0.4,0.07,0.06
150519,0.47,0.4,0.08,0.05
150520,0.47,0.4,0.09,0.04
150521,0.47,0.4,0.1,0.03
150522,0.47,0.4,0.11,0.02
150523,0.47,0.4,0.12,0.01
150524,0.47,0.4,0.13,0.0
150525,0.47,0.41,0.0,0.12
150526,0.47,0.41,0.01,0.11
150527,0.47,0.41,0.02,0.1
150528,0.47,0.41,0.03,0.09
150529,0.47,0.41,0.04,0.08
150530,0.47,0.41,0.05,0.07
150531,0.47,0.41,0.06,0.06
150532,0.47,0.41,0.07,0.05
150533,0.47,0.41,0.08,0.04
150534,0.47,0.41,0.09,0.03
150535,0.47,0.41,0.1,0.02
150536,0.47,0.41,0.11,0.01
150537,0.47,0.41,0.12,0.0
150538,0.47,0.42,0.0,0.11
150539,0.47,0.42,0.01,0.1
150540,0.47,0.42,0.02,0.09
150541,0.47,0.42,0.03,0.08
150542,0.47,0.42,0.04,0.07
150543,0.47,0.42,0.05,0.06
150544,0.47,0.42,0.06,0.05
150545,0.47,0.42,0.07,0.04
150546,0.47,0.42,0.08,0.03
150547,0.47,0.42,0.09,0.02
150548,0.47,0.42,0.1,0.01
150549,0.47,0.42,0.11,0.0
150550,0.47,0.43,0.0,0.1
150551,0.47,0.43,0.01,0.09
150552,0.47,0.43,0.02,0.08
150553,0.47,0.43,0.03,0.07
150554,0.47,0.43,0.04,0.06
150555,0.47,0.43,0.05,0.05
150556,0.47,0.43,0.06,0.04
150557,0.47,0.43,0.07,0.03
150558,0.47,0.43,0.08,0.02
150559,0.47,0.43,0.09,0.01
150560,0.47,0.43,0.1,0.0
150561,0.47,0.44,0.0,0.09
150562,0.47,0.44,0.01,0.08
150563,0.47,0.44,0.02,0.07
150564,0.47,0.44,0.03,0.06
150565,0.47,0.44,0.04,0.05
150566,0.47,0.44,0.05,0.04
150567,0.47,0.44,0.06,0.03
150568,0.47,0.44,0.07,0.02
150569,0.47,0.44,0.08,0.01
150570,0.47,0.44,0.09,0.0
150571,0.47,0.45,0.0,0.08
150572,0.47,0.45,0.01,0.07
150573,0.47,0.45,0.02,0.06
150574,0.47,0.45,0.03,0.05
150575,0.47,0.45,0.04,0.04
150576,0.47,0.45,0.05,0.03
150577,0.47,0.45,0.06,0.02
150578,0.47,0.45,0.07,0.01
150579,0.47,0.45,0.08,0.0
150580,0.47,0.46,0.0,0.07
150581,0.47,0.46,0.01,0.06
150582,0.47,0.46,0.02,0.05
150583,0.47,0.46,0.03,0.04
150584,0.47,0.46,0.04,0.03
150585,0.47,0.46,0.05,0.02
150586,0.47,0.46,0.06,0.01
150587,0.47,0.46,0.07,0.0
150588,0.47,0.47,0.0,0.06
150589,0.47,0.47,0.01,0.05
150590,0.47,0.47,0.02,0.04
150591,0.47,0.47,0.03,0.03
150592,0.47,0.47,0.04,0.02
150593,0.47,0.47,0.05,0.01
150594,0.47,0.47,0.06,0.0
150595,0.47,0.48,0.0,0.05
150596,0.47,0.48,0.01,0.04
150597,0.47,0.48,0.02,0.03
150598,0.47,0.48,0.03,0.02
150599,0.47,0.48,0.04,0.01
150600,0.47,0.48,0.05,0.0
150601,0.47,0.49,0.0,0.04
150602,0.47,0.49,0.01,0.03
150603,0.47,0.49,0.02,0.02
150604,0.47,0.49,0.03,0.01
150605,0.47,0.49,0.04,0.0
150606,0.47,0.5,0.0,0.03
150607,0.47,0.5,0.01,0.02
150608,0.47,0.5,0.02,0.01
150609,0.47,0.5,0.03,0.0
150610,0.47,0.51,0.0,0.02
150611,0.47,0.51,0.01,0.01
150612,0.47,0.51,0.02,0.0
150613,0.47,0.52,0.0,0.01
150614,0.47,0.52,0.01,0.0
150615,0.47,0.53,0.0,0.0
150616,0.48,0.0,0.0,0.52
150617,0.48,0.0,0.01,0.51
150618,0.48,0.0,0.02,0.5
150619,0.48,0.0,0.03,0.49
150620,0.48,0.0,0.04,0.48
150621,0.48,0.0,0.05,0.47
150622,0.48,0.0,0.06,0.46
150623,0.48,0.0,0.07,0.45
150624,0.48,0.0,0.08,0.44
150625,0.48,0.0,0.09,0.43
150626,0.48,0.0,0.1,0.42
150627,0.48,0.0,0.11,0.41
150628,0.48,0.0,0.12,0.4
150629,0.48,0.0,0.13,0.39
150630,0.48,0.0,0.14,0.38
150631,0.48,0.0,0.15,0.37
150632,0.48,0.0,0.16,0.36
150633,0.48,0.0,0.17,0.35
150634,0.48,0.0,0.18,0.34
150635,0.48,0.0,0.19,0.33
150636,0.48,0.0,0.2,0.32
150637,0.48,0.0,0.21,0.31
150638,0.48,0.0,0.22,0.3
150639,0.48,0.0,0.23,0.29
150640,0.48,0.0,0.24,0.28
150641,0.48,0.0,0.25,0.27
150642,0.48,0.0,0.26,0.26
150643,0.48,0.0,0.27,0.25
150644,0.48,0.0,0.28,0.24
150645,0.48,0.0,0.29,0.23
150646,0.48,0.0,0.3,0.22
150647,0.48,0.0,0.31,0.21
150648,0.48,0.0,0.32,0.2
150649,0.48,0.0,0.33,0.19
150650,0.48,0.0,0.34,0.18
150651,0.48,0.0,0.35,0.17
150652,0.48,0.0,0.36,0.16
150653,0.48,0.0,0.37,0.15
150654,0.48,0.0,0.38,0.14
150655,0.48,0.0,0.39,0.13
150656,0.48,0.0,0.4,0.12
150657,0.48,0.0,0.41,0.11
150658,0.48,0.0,0.42,0.1
150659,0.48,0.0,0.43,0.09
150660,0.48,0.0,0.44,0.08
150661,0.48,0.0,0.45,0.07
150662,0.48,0.0,0.46,0.06
150663,0.48,0.0,0.47,0.05
150664,0.48,0.0,0.48,0.04
150665,0.48,0.0,0.49,0.03
150666,0.48,0.0,0.5,0.02
150667,0.48,0.0,0.51,0.01
150668,0.48,0.0,0.52,0.0
150669,0.48,0.01,0.0,0.51
150670,0.48,0.01,0.01,0.5
150671,0.48,0.01,0.02,0.49
150672,0.48,0.01,0.03,0.48
150673,0.48,0.01,0.04,0.47
150674,0.48,0.01,0.05,0.46
150675,0.48,0.01,0.06,0.45
150676,0.48,0.01,0.07,0.44
150677,0.48,0.01,0.08,0.43
150678,0.48,0.01,0.09,0.42
150679,0.48,0.01,0.1,0.41
150680,0.48,0.01,0.11,0.4
150681,0.48,0.01,0.12,0.39
150682,0.48,0.01,0.13,0.38
150683,0.48,0.01,0.14,0.37
150684,0.48,0.01,0.15,0.36
150685,0.48,0.01,0.16,0.35
150686,0.48,0.01,0.17,0.34
150687,0.48,0.01,0.18,0.33
150688,0.48,0.01,0.19,0.32
150689,0.48,0.01,0.2,0.31
150690,0.48,0.01,0.21,0.3
150691,0.48,0.01,0.22,0.29
150692,0.48,0.01,0.23,0.28
150693,0.48,0.01,0.24,0.27
150694,0.48,0.01,0.25,0.26
150695,0.48,0.01,0.26,0.25
150696,0.48,0.01,0.27,0.24
150697,0.48,0.01,0.28,0.23
150698,0.48,0.01,0.29,0.22
150699,0.48,0.01,0.3,0.21
150700,0.48,0.01,0.31,0.2
150701,0.48,0.01,0.32,0.19
150702,0.48,0.01,0.33,0.18
150703,0.48,0.01,0.34,0.17
150704,0.48,0.01,0.35,0.16
150705,0.48,0.01,0.36,0.15
150706,0.48,0.01,0.37,0.14
150707,0.48,0.01,0.38,0.13
150708,0.48,0.01,0.39,0.12
150709,0.48,0.01,0.4,0.11
150710,0.48,0.01,0.41,0.1
150711,0.48,0.01,0.42,0.09
150712,0.48,0.01,0.43,0.08
150713,0.48,0.01,0.44,0.07
150714,0.48,0.01,0.45,0.06
150715,0.48,0.01,0.46,0.05
150716,0.48,0.01,0.47,0.04
150717,0.48,0.01,0.48,0.03
150718,0.48,0.01,0.49,0.02
150719,0.48,0.01,0.5,0.01
150720,0.48,0.01,0.51,0.0
150721,0.48,0.02,0.0,0.5
150722,0.48,0.02,0.01,0.49
150723,0.48,0.02,0.02,0.48
150724,0.48,0.02,0.03,0.47
150725,0.48,0.02,0.04,0.46
150726,0.48,0.02,0.05,0.45
150727,0.48,0.02,0.06,0.44
150728,0.48,0.02,0.07,0.43
150729,0.48,0.02,0.08,0.42
150730,0.48,0.02,0.09,0.41
150731,0.48,0.02,0.1,0.4
150732,0.48,0.02,0.11,0.39
