RankingFuncionPesos,ndcg
rank40000,0.8904367756723638
rank40001,0.8899483314457539
rank40002,0.8896251018707632
rank40003,0.8900919711769912
rank40004,0.8905692660036584
rank40005,0.8943906339998561
rank40006,0.8946056071741768
rank40007,0.8950711569389379
rank40008,0.8951350086277032
rank40009,0.8968296245184199
rank40010,0.8970273564496264
rank40011,0.8970076762725161
rank40012,0.8970107187700308
rank40013,0.8992860838227695
rank40014,0.9057730593890102
rank40015,0.9062193975017498
rank40016,0.9074019705247219
rank40017,0.9092500854030803
rank40018,0.9101267589850779
rank40019,0.9124299730384312
rank40020,0.9266537181018953
rank40021,0.9269127403502692
rank40022,0.9305932034870885
rank40023,0.9345312307629003
rank40024,0.937435530463811
rank40025,0.9396175878638471
rank40026,0.9393607778830131
rank40027,0.9410232765207438
rank40028,0.9442797406570457
rank40029,0.9474855822976377
rank40030,0.948901409804009
rank40031,0.9398777436722914
rank40032,0.8403588448583561
rank40033,0.8416850286577165
rank40034,0.8419124648902568
rank40035,0.8436668451570466
rank40036,0.8456504340965314
rank40037,0.847404752858064
rank40038,0.8485046872128604
rank40039,0.8494883077823863
rank40040,0.8507148885924104
rank40041,0.8524589314811621
rank40042,0.8538173443586553
rank40043,0.8532259530892143
rank40044,0.8556045136477495
rank40045,0.8558035598240131
rank40046,0.8582131169042888
rank40047,0.8610032761570475
rank40048,0.8627318063644964
rank40049,0.8629718903273991
rank40050,0.8648359475782158
rank40051,0.8667140015372903
rank40052,0.868790226702238
rank40053,0.8705705521309302
rank40054,0.8729680916373757
rank40055,0.8731752291397091
rank40056,0.8749456604780483
rank40057,0.8758561719736343
rank40058,0.876658705263589
rank40059,0.8780812494886963
rank40060,0.8813676392418991
rank40061,0.881806084723139
rank40062,0.8824886936039192
rank40063,0.8833190168216818
rank40064,0.8855771543950806
rank40065,0.8867758549309703
rank40066,0.8872704061592659
rank40067,0.8884023308701381
rank40068,0.8882842729591159
rank40069,0.8898031409738748
rank40070,0.8901780100614386
rank40071,0.8905934810085074
rank40072,0.8904148421935721
rank40073,0.8900705840462706
rank40074,0.8902201438852914
rank40075,0.89027025322933
rank40076,0.8896769911947126
rank40077,0.8898124314886208
rank40078,0.8902770176864877
rank40079,0.8938975987560955
rank40080,0.8938624304595204
rank40081,0.8940395935883381
rank40082,0.8942653879906034
rank40083,0.8960420140126345
rank40084,0.8965495554583305
rank40085,0.8968980385661983
rank40086,0.8990077964888002
rank40087,0.8991182705061004
rank40088,0.9055453861898859
rank40089,0.9059300801564479
rank40090,0.9071477109240588
rank40091,0.9087489152952417
rank40092,0.9101824650186097
rank40093,0.9119564398173401
rank40094,0.9248023878959811
rank40095,0.925487430521591
rank40096,0.9305509675164617
rank40097,0.93354152713969
rank40098,0.9372094249404778
rank40099,0.9388307736000848
rank40100,0.9391973702766059
rank40101,0.9397476057541382
rank40102,0.9423234005309653
rank40103,0.945604956608455
rank40104,0.9488444654795863
rank40105,0.9398777436722914
rank40106,0.8406164606144144
rank40107,0.8420833541719619
rank40108,0.8442069496797109
rank40109,0.8442193033437847
rank40110,0.8459887230475233
rank40111,0.8478339728110963
rank40112,0.8487513737605352
rank40113,0.8498377239432741
rank40114,0.8513755006339443
rank40115,0.8529730380474001
rank40116,0.8541505298916376
rank40117,0.8542174756544355
rank40118,0.8551816285457106
rank40119,0.8576226157542866
rank40120,0.8600196003036918
rank40121,0.8617866158103465
rank40122,0.8631133060323426
rank40123,0.8641401884128421
rank40124,0.8659423621308282
rank40125,0.8679593188668641
rank40126,0.869217285135958
rank40127,0.8715139310392187
rank40128,0.8731154873303087
rank40129,0.8742633934797198
rank40130,0.8759215745023972
rank40131,0.8768254159168232
rank40132,0.8776487713521134
rank40133,0.8787240983568906
rank40134,0.8812953298122397
rank40135,0.8820062169806376
rank40136,0.8823614827934944
rank40137,0.8834713603134758
rank40138,0.8863621481511378
rank40139,0.887194657414758
rank40140,0.888269466210729
rank40141,0.8883957665401889
rank40142,0.8894777052239161
rank40143,0.8895244258640473
rank40144,0.890253043383202
rank40145,0.8905378234664224
rank40146,0.8902211047804987
rank40147,0.8901764124524421
rank40148,0.8904451566284041
rank40149,0.8905546071607626
rank40150,0.8897990170710052
rank40151,0.893238467627775
rank40152,0.8936337049471162
rank40153,0.893614618796364
rank40154,0.8937893784476115
rank40155,0.8938735661220752
rank40156,0.895743342657401
rank40157,0.8959659009597216
rank40158,0.8958771451759708
rank40159,0.8980914540432724
rank40160,0.8981954788498346
rank40161,0.9049839803605247
rank40162,0.9057402034187226
rank40163,0.9077351782183496
rank40164,0.9092634395644826
rank40165,0.9098252352305796
rank40166,0.9203749981799533
rank40167,0.9245739734537474
rank40168,0.9283164311409158
rank40169,0.9278535602723321
rank40170,0.9334642225030477
rank40171,0.9363319545374986
rank40172,0.937380235903203
rank40173,0.9382643642008341
rank40174,0.9396934434173793
rank40175,0.9395022560054124
rank40176,0.9442905237937179
rank40177,0.9488313773979978
rank40178,0.9398872166714535
rank40179,0.8407551450470377
rank40180,0.8423211722803722
rank40181,0.8447185255974125
rank40182,0.8447354031171035
rank40183,0.8461155893357714
rank40184,0.8477756767189564
rank40185,0.8486154317512696
rank40186,0.8501140170429041
rank40187,0.8517903373304241
rank40188,0.8530282859206781
rank40189,0.854939735018245
rank40190,0.85443067040255
rank40191,0.8551380124947878
rank40192,0.8580140684747124
rank40193,0.8604687337321246
rank40194,0.8621737413496384
rank40195,0.8634948870262851
rank40196,0.865543164161942
rank40197,0.8667408129004054
rank40198,0.8684135480029022
rank40199,0.8699095821648978
rank40200,0.8727286103958544
rank40201,0.8736109076909085
rank40202,0.8751496116898886
rank40203,0.8762224275831565
rank40204,0.8767409309011924
rank40205,0.8786599252083949
rank40206,0.8811890132643789
rank40207,0.881814862136907
rank40208,0.8822825535906575
rank40209,0.8830414633881115
rank40210,0.8851342862328273
rank40211,0.8869905783795888
rank40212,0.8876711466833055
rank40213,0.8881737237240975
rank40214,0.8881889541142247
rank40215,0.8889466795580616
rank40216,0.8894346219827727
rank40217,0.890426467963467
rank40218,0.8902334866558219
rank40219,0.8903949369456843
rank40220,0.8901843394317103
rank40221,0.890448572997399
rank40222,0.8939853216453794
rank40223,0.8933797882755163
rank40224,0.8934860214547469
rank40225,0.8936986733133588
rank40226,0.8935272237434839
rank40227,0.8935291963904406
rank40228,0.8951697091481265
rank40229,0.8954213223007869
rank40230,0.8976619050088195
rank40231,0.8977177250039987
rank40232,0.8976570025862659
rank40233,0.9042342244763044
rank40234,0.9059643509368338
rank40235,0.9073775358667816
rank40236,0.9086176147744947
rank40237,0.9094481862333845
rank40238,0.9197553570075623
rank40239,0.9240702856195941
rank40240,0.9282932241604083
rank40241,0.9274898807226111
rank40242,0.9330277644101383
rank40243,0.9350647874004787
rank40244,0.936319680548476
rank40245,0.9373974464305822
rank40246,0.9390081633476967
rank40247,0.9395121365856051
rank40248,0.9405154416846522
rank40249,0.9474337087779265
rank40250,0.9398872166714535
rank40251,0.841041417868156
rank40252,0.842670103352922
rank40253,0.8451941700535549
rank40254,0.8453232727594098
rank40255,0.8464857508827919
rank40256,0.8477904087787752
rank40257,0.8489832093130133
rank40258,0.8503934658697941
rank40259,0.8523086601516627
rank40260,0.8542092027497162
rank40261,0.8560000831005529
rank40262,0.8549903215490827
rank40263,0.8566231831724248
rank40264,0.8585756729265425
rank40265,0.8608736912080459
rank40266,0.8623554065118452
rank40267,0.8640162475231998
rank40268,0.8660754011766479
rank40269,0.8679737569656857
rank40270,0.8685029526268127
rank40271,0.8707965699073851
rank40272,0.8726547618344885
rank40273,0.8734922888991169
rank40274,0.8760276387892166
rank40275,0.8765686113700522
rank40276,0.877299717550886
rank40277,0.8785818537702289
rank40278,0.8812117478923263
rank40279,0.8817227996735171
rank40280,0.8822019344005309
rank40281,0.8831251945390922
rank40282,0.886160750360604
rank40283,0.8875734976334809
rank40284,0.8875454509235734
rank40285,0.8885770881554357
rank40286,0.8888109545086723
rank40287,0.8897038203922213
rank40288,0.8900112086051245
rank40289,0.8907071546257019
rank40290,0.8905464233867227
rank40291,0.8901203711867752
rank40292,0.8933224439736536
rank40293,0.8932721999052048
rank40294,0.893336971001538
rank40295,0.8930576251310041
rank40296,0.8931999351002433
rank40297,0.8931712272422987
rank40298,0.8930841754964454
rank40299,0.8946740304439287
rank40300,0.8971055400933895
rank40301,0.8972946240171551
rank40302,0.8977014553962748
rank40303,0.8979860004106209
rank40304,0.904274359196527
rank40305,0.9065589033004696
rank40306,0.9074694668102413
rank40307,0.9082054216317226
rank40308,0.9083600071346797
rank40309,0.9187063596592654
rank40310,0.9235680644088952
rank40311,0.9259012987490934
rank40312,0.9270455576690259
rank40313,0.932517008887211
rank40314,0.9346404056741531
rank40315,0.935838338099013
rank40316,0.9361613244421841
rank40317,0.9371584473737357
rank40318,0.9380163087551809
rank40319,0.9394708513437617
rank40320,0.9442791881744145
rank40321,0.9398947404160001
rank40322,0.841419035998165
rank40323,0.8441872335474214
rank40324,0.8449955796710754
rank40325,0.8470546065940052
rank40326,0.8467072987796889
rank40327,0.8483494448802643
rank40328,0.849450349955074
rank40329,0.8514381030796829
rank40330,0.8530718945132229
rank40331,0.8553935681241149
rank40332,0.855008089810058
rank40333,0.8553819921571539
rank40334,0.8573027632792782
rank40335,0.859043018477858
rank40336,0.8615098090024041
rank40337,0.8639413921711829
rank40338,0.8644564263119054
rank40339,0.8666955150315337
rank40340,0.8684611039501444
rank40341,0.8698224376751617
rank40342,0.8717527938892177
rank40343,0.8732695650661155
rank40344,0.8747618002522657
rank40345,0.876268958201148
rank40346,0.877456845003082
rank40347,0.8781683262854191
rank40348,0.8790180741163773
rank40349,0.8817930288292691
rank40350,0.8817548838453482
rank40351,0.8830865353348236
rank40352,0.8835738606683935
rank40353,0.8865452438705923
rank40354,0.8871061414527557
rank40355,0.8877809006057339
rank40356,0.8879245280605274
rank40357,0.8886833995894438
rank40358,0.8889808341709291
rank40359,0.889773353663866
rank40360,0.8900383841868041
rank40361,0.8897027929968483
rank40362,0.8927835617707435
rank40363,0.892706581130317
rank40364,0.8929197747797912
rank40365,0.8930741734148495
rank40366,0.8922300380579832
rank40367,0.892426861048871
rank40368,0.8926503985319725
rank40369,0.8941574977243923
rank40370,0.8964684004899461
rank40371,0.8965929393781317
rank40372,0.8970773417964935
rank40373,0.8973614202345758
rank40374,0.9036299967533657
rank40375,0.9063910003862001
rank40376,0.9075523094847261
rank40377,0.9077602828248718
rank40378,0.9167869070581822
rank40379,0.9178284235509189
rank40380,0.9230108423709378
rank40381,0.9255249329609816
rank40382,0.9277881968559274
rank40383,0.9316995855616279
rank40384,0.9332914745634411
rank40385,0.9347398855615265
rank40386,0.9351044966656664
rank40387,0.9364277720789959
rank40388,0.9364054443354369
rank40389,0.9368668311728285
rank40390,0.9394624099387162
rank40391,0.9399110510921537
rank40392,0.8423828444251126
rank40393,0.8442617992861527
rank40394,0.8452668320082554
rank40395,0.8476329465148119
rank40396,0.8472979900913256
rank40397,0.8485308560823778
rank40398,0.8500134270535115
rank40399,0.8519024506305193
rank40400,0.8539705358556876
rank40401,0.8559009675859265
rank40402,0.8556460692822188
rank40403,0.8569642891901681
rank40404,0.8584497526359932
rank40405,0.8606697250197543
rank40406,0.862655060028262
rank40407,0.8643018443015221
rank40408,0.865812638476952
rank40409,0.8675687695843092
rank40410,0.8687348152087911
rank40411,0.8706308564891526
rank40412,0.8717761618470998
rank40413,0.8735032507496857
rank40414,0.8758494073664271
rank40415,0.8768205434248334
rank40416,0.8774345805082532
rank40417,0.8785862039279223
rank40418,0.8814738786750365
rank40419,0.8820487944401827
rank40420,0.8819917413060896
rank40421,0.8828771405457247
rank40422,0.8856824653951337
rank40423,0.8869969568937203
rank40424,0.8873867925945376
rank40425,0.8876764221468697
rank40426,0.8883936337786612
rank40427,0.8892251478735844
rank40428,0.889520515407306
rank40429,0.8898386901374639
rank40430,0.8933041670746932
rank40431,0.8931539395937544
rank40432,0.8927967601444923
rank40433,0.8931443409206348
rank40434,0.8929443471939973
rank40435,0.8930665379677627
rank40436,0.8925029663107273
rank40437,0.8926523123221001
rank40438,0.8959915526070904
rank40439,0.8959511702037095
rank40440,0.8961885048515326
rank40441,0.8964758470635075
rank40442,0.8966635371562962
rank40443,0.9036510054322455
rank40444,0.9056290957474599
rank40445,0.9068721322967033
rank40446,0.9066875201047102
rank40447,0.9160422507211142
rank40448,0.9172402141067519
rank40449,0.9255301425278657
rank40450,0.9252231608580476
rank40451,0.9268447993744839
rank40452,0.9307463059472298
rank40453,0.9323861230115199
rank40454,0.9337667942770425
rank40455,0.9338049068144783
rank40456,0.9341865110768482
rank40457,0.9341815224080271
rank40458,0.9341107208837924
rank40459,0.9340768234860932
rank40460,0.9277115650796972
rank40461,0.8434935437250831
rank40462,0.8447801637634055
rank40463,0.8464015230196066
rank40464,0.8483013376182028
rank40465,0.8482608081140166
rank40466,0.8489835082211508
rank40467,0.8508809267491423
rank40468,0.8530917957605412
rank40469,0.8550934642439081
rank40470,0.8544001321046639
rank40471,0.8550676068285077
rank40472,0.8573908826894607
rank40473,0.8591464241960887
rank40474,0.8618076268886471
rank40475,0.8630539509123987
rank40476,0.8649616370981297
rank40477,0.8665688213986001
rank40478,0.8686145301719665
rank40479,0.8700830237323625
rank40480,0.871321494045387
rank40481,0.8727455406046467
rank40482,0.8745037072138373
rank40483,0.8758688173542003
rank40484,0.8775501817601786
rank40485,0.8784794196390274
rank40486,0.8788130974814178
rank40487,0.8816716314510121
rank40488,0.8818520445635318
rank40489,0.8828285614435999
rank40490,0.8841406348759165
rank40491,0.886932042032125
rank40492,0.8874678485358434
rank40493,0.8876745518878426
rank40494,0.8883287390984855
rank40495,0.888857522602334
rank40496,0.8892504018225086
rank40497,0.8929305299423784
rank40498,0.8934222388230176
rank40499,0.8935731213156318
rank40500,0.8933706384559954
rank40501,0.8930916588576796
rank40502,0.8929722351457506
rank40503,0.8930158459724724
rank40504,0.8931215395246337
rank40505,0.8922254388764778
rank40506,0.8958651871886987
rank40507,0.8957384709507891
rank40508,0.8961590039834847
rank40509,0.8963220616931629
rank40510,0.8964635246319972
rank40511,0.904968220623019
rank40512,0.9059498949440145
rank40513,0.9065392378104247
rank40514,0.9062948000951025
rank40515,0.9153331507383412
rank40516,0.9169572168827538
rank40517,0.9237320349914635
rank40518,0.9249946154809542
rank40519,0.9265835681621567
rank40520,0.9305891603876523
rank40521,0.9320755996289376
rank40522,0.9332440138994121
rank40523,0.9332306300657458
rank40524,0.9335132430817029
rank40525,0.9322989377805657
rank40526,0.9306739176103651
rank40527,0.9267259944904487
rank40528,0.9139344873869878
rank40529,0.8437237826824592
rank40530,0.8450211694310046
rank40531,0.846670900845748
rank40532,0.8486914648571758
rank40533,0.8487098887881256
rank40534,0.8494339255745308
rank40535,0.8518276341863432
rank40536,0.853922973926019
rank40537,0.8554846640743923
rank40538,0.8550792099499614
rank40539,0.8571870252557287
rank40540,0.8587581883392963
rank40541,0.859907989212574
rank40542,0.8619995451821676
rank40543,0.8637101681997958
rank40544,0.8652237357082357
rank40545,0.8674929039718446
